 

stn;time;rs1000y0
RKU;1901;1
RKU;1902;0
RKU;1903;0
RKU;1904;0
RKU;1905;0
RKU;1906;0
RKU;1907;0
RKU;1908;0
RKU;1909;0
RKU;1910;1
RKU;1911;0
RKU;1912;1
RKU;1913;0
RKU;1914;0
RKU;1915;0
RKU;1916;0
RKU;1917;0
RKU;1918;0
RKU;1919;0
RKU;1920;0
RKU;1921;0
RKU;1922;0
RKU;1923;0
RKU;1924;0
RKU;1925;0
RKU;1926;0
RKU;1927;0
RKU;1928;0
RKU;1929;0
RKU;1930;0
RKU;1931;0
RKU;1932;0
RKU;1933;1
RKU;1934;1
RKU;1935;0
RKU;1936;0
RKU;1937;0
RKU;1938;0
RKU;1939;0
RKU;1940;0
RKU;1941;0
RKU;1942;0
RKU;1943;0
RKU;1944;0
RKU;1945;0
RKU;1946;0
RKU;1947;0
