 

stn;time;tre200y0
DEM;1959;9.1
DEM;1960;8.7
DEM;1961;9.7
DEM;1962;7.9
DEM;1963;7.5
DEM;1964;8.8
DEM;1965;8.3
DEM;1966;9.2
DEM;1967;8.6
DEM;1968;8.2
DEM;1969;7.9
DEM;1970;8.1
DEM;1971;7.9
DEM;1972;7.7
DEM;1973;8.0
DEM;1974;8.8
DEM;1975;8.6
DEM;1976;8.5
DEM;1977;9.0
DEM;1978;8.1
DEM;1979;8.6
DEM;1980;7.8
DEM;1981;8.7
DEM;1982;9.5
DEM;1983;9.2
DEM;1984;8.4
DEM;1985;8.1
DEM;1986;8.5
DEM;1987;8.6
DEM;1988;9.7
DEM;1989;9.4
DEM;1990;9.6
DEM;1991;8.9
DEM;1992;9.4
DEM;1993;9.2
DEM;1994;10.7
DEM;1995;9.5
DEM;1996;8.4
DEM;1997;9.3
DEM;1998;9.2
DEM;1999;9.8
DEM;2000;10.4
DEM;2001;10.0
DEM;2002;10.4
DEM;2003;10.4
DEM;2004;9.6
DEM;2005;9.3
DEM;2006;10.0
DEM;2007;10.3
DEM;2008;9.8
DEM;2009;10.2
DEM;2010;9.2
DEM;2011;10.9
DEM;2012;9.8
DEM;2013;9.0
DEM;2014;10.5
DEM;2015;10.2
DEM;2016;9.6
DEM;2017;9.9
DEM;2018;10.7
DEM;2019;10.1
DEM;2020;10.6
