 

stn;time;tnd00xy0
DLWOL;1958;0
DLWOL;1959;6
DLWOL;1960;11
DLWOL;1961;9
DLWOL;1962;14
DLWOL;1963;42
DLWOL;1964;11
DLWOL;1965;9
DLWOL;1966;12
DLWOL;1967;15
DLWOL;1968;12
DLWOL;1969;28
DLWOL;1970;15
DLWOL;1971;13
DLWOL;1972;10
DLWOL;1973;8
DLWOL;1974;0
DLWOL;1975;4
DLWOL;1976;14
DLWOL;1977;6
DLWOL;1978;16
DLWOL;1979;11
DLWOL;1980;18
DLWOL;1981;8
DLWOL;1982;9
DLWOL;1983;5
DLWOL;1984;2
DLWOL;1985;30
DLWOL;1986;22
DLWOL;1987;19
DLWOL;1988;2
DLWOL;1989;3
DLWOL;1990;1
DLWOL;1991;17
DLWOL;1992;5
DLWOL;1993;14
DLWOL;1994;4
DLWOL;1995;10
DLWOL;1996;10
DLWOL;1997;14
DLWOL;1998;7
DLWOL;1999;11
DLWOL;2000;2
DLWOL;2001;7
DLWOL;2002;12
DLWOL;2003;16
DLWOL;2004;6
DLWOL;2005;17
DLWOL;2006;12
DLWOL;2007;9
DLWOL;2008;4
DLWOL;2009;18
DLWOL;2010;30
DLWOL;2011;8
DLWOL;2012;16
DLWOL;2013;11
DLWOL;2014;2
DLWOL;2015;2
