 

stn;time;rhh150mx
EVI;201401;6.0
EVI;201402;4.9
EVI;201403;3.8
EVI;201404;3.8
EVI;201405;5.7
EVI;201406;5.7
EVI;201407;12.2
EVI;201408;20.7
EVI;201409;11.0
EVI;201410;4.6
EVI;201411;3.8
EVI;201412;3.6
EVI;201501;3.7
EVI;201502;1.8
EVI;201503;4.4
EVI;201504;4.3
EVI;201505;6.8
EVI;201506;7.6
EVI;201507;13.2
EVI;201508;5.6
EVI;201509;7.1
EVI;201510;5.3
EVI;201511;5.9
EVI;201512;1.1
EVI;201601;2.9
EVI;201602;5.4
EVI;201603;8.9
EVI;201604;5.4
EVI;201605;7.7
EVI;201606;5.7
EVI;201607;6.8
EVI;201608;10.5
EVI;201609;3.6
EVI;201610;5.0
EVI;201611;9.4
EVI;201612;0.6
EVI;201701;2.7
EVI;201702;6.4
EVI;201703;4.9
EVI;201704;3.1
EVI;201705;8.3
EVI;201706;13.4
EVI;201707;7.1
EVI;201708;11.9
EVI;201709;6.6
EVI;201710;5.3
EVI;201711;9.3
EVI;201712;5.7
EVI;201801;8.6
EVI;201802;2.8
EVI;201803;3.4
EVI;201804;5.9
EVI;201805;2.5
EVI;201806;4.0
EVI;201807;10.5
EVI;201808;8.2
EVI;201809;11.7
EVI;201810;6.9
EVI;201811;1.2
EVI;201812;5.0
EVI;201901;3.4
EVI;201902;4.5
EVI;201903;4.5
EVI;201904;4.2
EVI;201905;6.6
EVI;201906;6.9
EVI;201907;30.9
EVI;201908;16.3
EVI;201909;6.8
EVI;201910;6.4
EVI;201911;3.4
EVI;201912;4.3
EVI;202001;7.8
EVI;202002;3.9
EVI;202003;6.3
EVI;202004;3.4
EVI;202005;11.4
EVI;202006;6.0
EVI;202007;11.6
EVI;202008;12.9
EVI;202009;5.9
EVI;202010;6.5
EVI;202011;2.8
EVI;202012;4.2
EVI;202101;4.7
EVI;202102;1.9
EVI;202103;7.3
