 

stn;time;tre200y0
DLALM;1955;7.6
DLALM;1956;6.7
DLALM;1957;8.4
DLALM;1958;8.2
DLALM;1959;8.5
DLALM;1960;7.8
DLALM;1961;8.3
DLALM;1962;6.5
DLALM;1963;6.5
DLALM;1964;7.6
DLALM;1965;6.7
DLALM;1966;8.0
DLALM;1967;7.9
DLALM;1968;7.2
DLALM;1969;7.0
DLALM;1970;7.1
DLALM;1971;7.2
DLALM;1972;6.9
DLALM;1973;7.2
DLALM;1974;8.1
DLALM;1975;7.9
DLALM;1976;7.5
DLALM;1977;8.1
DLALM;1978;6.8
DLALM;1979;7.6
DLALM;1980;7.0
DLALM;1981;7.5
DLALM;1982;8.0
DLALM;1983;8.2
DLALM;1984;7.1
DLALM;1985;6.8
DLALM;1986;7.5
DLALM;1987;7.3
DLALM;1988;8.6
DLALM;1989;8.5
DLALM;1990;8.5
DLALM;1991;7.5
DLALM;1992;8.8
DLALM;1993;8.2
DLALM;1994;9.7
DLALM;1995;8.4
DLALM;1996;6.9
DLALM;1997;8.2
DLALM;1998;8.7
DLALM;1999;8.7
DLALM;2000;9.3
DLALM;2001;8.6
DLALM;2002;9.3
DLALM;2003;8.9
DLALM;2004;8.4
DLALM;2005;8.0
DLALM;2006;8.7
DLALM;2007;9.4
DLALM;2008;9.1
DLALM;2009;8.8
DLALM;2010;7.8
DLALM;2011;9.3
DLALM;2012;9.0
DLALM;2013;8.4
DLALM;2014;9.9
DLALM;2015;9.8
DLALM;2016;9.3
DLALM;2017;9.2
DLALM;2018;10.2
DLALM;2019;9.8
DLALM;2020;9.9
