 

stn;time;rhh150yx
BEKRA;2000;39.0
BEKRA;2001;29.2
BEKRA;2002;34.1
BEKRA;2003;14.9
BEKRA;2004;14.4
BEKRA;2005;13.4
BEKRA;2006;19.5
BEKRA;2007;17.5
BEKRA;2008;22.7
BEKRA;2009;19.0
BEKRA;2010;22.7
BEKRA;2011;11.6
BEKRA;2012;11.2
BEKRA;2013;20.9
BEKRA;2014;13.8
BEKRA;2015;19.6
BEKRA;2016;20.9
BEKRA;2017;16.6
BEKRA;2018;23.6
BEKRA;2019;12.0
BEKRA;2020;18.1
