 

stn;time;hns000y0
BIL;1960;11
BIL;1961;20
BIL;1962;66
BIL;1963;70
BIL;1964;43
BIL;1965;121
BIL;1966;44
BIL;1967;16
BIL;1968;130
BIL;1969;92
BIL;1970;136
BIL;1971;51
BIL;1972;18
BIL;1973;59
BIL;1974;18
BIL;1975;25
BIL;1976;49
BIL;1977;71
BIL;1978;49
BIL;1979;91
BIL;1980;78
BIL;1981;104
BIL;1982;38
BIL;1983;32
BIL;1984;123
BIL;1985;82
BIL;1986;136
BIL;1987;43
BIL;1988;47
BIL;1989;7
BIL;1990;58
BIL;1991;67
BIL;1992;9
BIL;1993;27
BIL;1994;13
BIL;1995;72
BIL;1996;53
BIL;1997;17
BIL;1998;40
BIL;1999;97
BIL;2000;6
BIL;2001;21
BIL;2002;7
BIL;2003;19
BIL;2004;96
BIL;2005;94
BIL;2006;68
BIL;2007;3
BIL;2008;36
BIL;2009;29
BIL;2010;110
BIL;2011;10
