 

stn;time;rzz150mx
UNK;201304;2.1
UNK;201305;2.4
UNK;201306;3.8
UNK;201307;4.0
UNK;201308;6.4
UNK;201309;4.1
UNK;201310;2.8
UNK;201311;3.2
UNK;201312;1.0
UNK;201401;0.9
UNK;201402;2.8
UNK;201403;2.7
UNK;201404;2.4
UNK;201405;2.5
UNK;201406;7.1
UNK;201407;17.3
UNK;201408;4.7
UNK;201409;4.1
UNK;201410;2.1
UNK;201411;0.7
UNK;201412;0.8
UNK;201501;1.1
UNK;201502;0.6
UNK;201503;1.6
UNK;201504;2.9
UNK;201505;3.3
UNK;201506;5.7
UNK;201507;2.1
UNK;201508;2.9
UNK;201509;4.3
UNK;201510;6.4
UNK;201511;4.9
UNK;201512;0.5
UNK;201601;1.7
UNK;201602;2.1
UNK;201603;1.9
UNK;201604;2.9
UNK;201605;2.3
UNK;201606;11.2
UNK;201607;7.0
UNK;201608;10.8
UNK;201609;0.9
UNK;201610;2.2
UNK;201611;1.3
UNK;201612;0.1
UNK;201701;0.9
UNK;201702;1.4
UNK;201703;1.4
UNK;201704;1.8
UNK;201705;3.1
UNK;201706;5.6
UNK;201707;11.8
UNK;201708;8.3
UNK;201709;3.2
UNK;201710;5.5
UNK;201711;3.4
UNK;201712;2.2
UNK;201801;1.7
UNK;201802;1.0
UNK;201803;1.2
UNK;201804;1.5
UNK;201805;7.0
UNK;201806;9.5
UNK;201807;6.4
