 

stn;time;fklnd3m0
MMSSE;201406;0
MMSSE;201407;0
MMSSE;201408;0
MMSSE;201409;0
MMSSE;201410;1
MMSSE;201411;0
MMSSE;201412;1
MMSSE;201501;0
MMSSE;201502;0
MMSSE;201503;0
MMSSE;201504;0
MMSSE;201505;0
MMSSE;201506;0
MMSSE;201507;0
MMSSE;201508;0
MMSSE;201509;0
MMSSE;201510;0
MMSSE;201511;0
MMSSE;201512;0
MMSSE;201601;0
MMSSE;201602;-
MMSSE;201603;0
MMSSE;201604;0
MMSSE;201605;0
MMSSE;201606;0
MMSSE;201607;1
MMSSE;201608;0
MMSSE;201609;0
MMSSE;201610;0
MMSSE;201611;1
MMSSE;201612;0
MMSSE;201701;0
MMSSE;201702;0
MMSSE;201703;2
MMSSE;201704;0
MMSSE;201705;1
MMSSE;201706;0
MMSSE;201707;0
MMSSE;201708;0
MMSSE;201709;0
MMSSE;201710;0
MMSSE;201711;0
MMSSE;201712;1
MMSSE;201801;1
MMSSE;201802;0
MMSSE;201803;0
MMSSE;201804;0
MMSSE;201805;0
MMSSE;201806;0
MMSSE;201807;0
MMSSE;201808;0
MMSSE;201809;0
MMSSE;201810;0
MMSSE;201811;0
MMSSE;201812;0
MMSSE;201901;0
MMSSE;201902;0
MMSSE;201903;0
MMSSE;201904;2
MMSSE;201905;0
MMSSE;201906;0
MMSSE;201907;1
MMSSE;201908;0
MMSSE;201909;0
MMSSE;201910;0
MMSSE;201911;3
MMSSE;201912;2
MMSSE;202001;0
MMSSE;202002;-
MMSSE;202003;0
MMSSE;202004;0
MMSSE;202005;0
MMSSE;202006;0
MMSSE;202007;0
MMSSE;202008;0
MMSSE;202009;0
MMSSE;202010;1
MMSSE;202011;0
MMSSE;202012;0
MMSSE;202101;1
MMSSE;202102;0
MMSSE;202103;0
