 

stn;time;rre150yx
VEL;1998;54.2
VEL;1999;58.9
VEL;2000;53.9
VEL;2001;46.8
VEL;2002;96.3
VEL;2003;63.3
VEL;2004;48.6
VEL;2005;40.3
VEL;2006;40.2
VEL;2007;35.2
VEL;2008;66.1
VEL;2009;89.5
VEL;2010;55.8
VEL;2011;50.9
VEL;2012;70.2
VEL;2013;84.0
VEL;2014;101.8
VEL;2015;34.3
VEL;2016;78.2
VEL;2017;69.2
VEL;2018;73.2
VEL;2019;56.8
VEL;2020;70.4
