 

stn;time;tnd00xy0
HIR;1968;78
HIR;1969;86
HIR;1970;96
HIR;1971;69
HIR;1972;62
HIR;1973;80
HIR;1974;62
HIR;1975;66
HIR;1976;62
HIR;1977;69
HIR;1978;71
HIR;1979;75
HIR;1980;92
HIR;1981;102
HIR;1982;75
HIR;1983;65
HIR;1984;83
HIR;1985;80
HIR;1986;76
HIR;1987;83
HIR;1988;68
HIR;1989;36
HIR;1990;57
HIR;1991;72
HIR;1992;58
HIR;1993;61
HIR;1994;49
HIR;1995;63
HIR;1996;76
HIR;1997;46
HIR;1998;71
HIR;1999;68
HIR;2000;49
HIR;2001;67
HIR;2002;39
HIR;2003;66
HIR;2004;82
HIR;2005;98
HIR;2006;75
HIR;2007;54
