 

stn;time;rsd700y0
SDO;1901;2
SDO;1902;2
SDO;1903;1
SDO;1904;0
SDO;1905;1
SDO;1906;2
SDO;1907;3
SDO;1908;4
SDO;1909;0
SDO;1910;1
SDO;1911;3
SDO;1912;0
SDO;1913;2
SDO;1914;3
SDO;1915;2
SDO;1916;0
SDO;1917;1
SDO;1918;1
SDO;1919;0
SDO;1920;2
SDO;1921;0
SDO;1922;1
SDO;1923;2
SDO;1924;2
SDO;1925;4
SDO;1926;4
SDO;1927;1
SDO;1928;4
SDO;1929;0
SDO;1930;1
SDO;1931;3
SDO;1932;0
SDO;1933;1
SDO;1934;2
SDO;1935;2
SDO;1936;1
SDO;1937;2
SDO;1938;0
SDO;1939;0
SDO;1940;1
SDO;1941;0
SDO;1942;3
SDO;1943;2
SDO;1944;0
SDO;1945;2
SDO;1946;0
SDO;1947;1
SDO;1948;1
SDO;1949;0
SDO;1950;1
SDO;1951;3
SDO;1952;0
SDO;1953;0
SDO;1954;3
SDO;1955;1
SDO;1956;3
SDO;1957;1
SDO;1958;2
SDO;1959;0
SDO;1960;1
SDO;1961;0
SDO;1962;0
SDO;1963;1
SDO;1964;1
SDO;1965;4
SDO;1966;2
SDO;1967;0
