 

stn;time;tnd00xy0
DLFEL;1959;28
DLFEL;1960;27
DLFEL;1961;27
DLFEL;1962;51
DLFEL;1963;71
DLFEL;1964;50
DLFEL;1965;36
DLFEL;1966;31
DLFEL;1967;30
DLFEL;1968;46
DLFEL;1969;47
DLFEL;1970;39
DLFEL;1971;32
DLFEL;1972;33
DLFEL;1973;34
DLFEL;1974;6
DLFEL;1975;14
DLFEL;1976;39
DLFEL;1977;22
DLFEL;1978;46
DLFEL;1979;24
DLFEL;1980;35
DLFEL;1981;40
