 

stn;time;rzz150yx
SIO;1981;2.4
SIO;1982;4.9
SIO;1983;15.9
SIO;1984;4.1
SIO;1985;2.4
SIO;1986;7.3
SIO;1987;5.7
SIO;1988;3.3
SIO;1989;5.3
SIO;1990;11.2
SIO;1991;2.0
SIO;1992;10.9
SIO;1993;4.1
SIO;1994;8.7
SIO;1995;6.9
SIO;1996;6.9
SIO;1997;11.1
SIO;1998;2.2
SIO;1999;9.6
SIO;2000;3.5
SIO;2001;3.3
SIO;2002;5.4
SIO;2003;7.9
SIO;2004;3.6
SIO;2005;6.5
SIO;2006;8.5
SIO;2007;5.6
SIO;2008;2.8
SIO;2009;15.5
SIO;2010;5.4
SIO;2011;5.7
SIO;2012;9.8
SIO;2013;6.2
SIO;2014;4.3
SIO;2015;7.0
SIO;2016;2.4
SIO;2017;7.0
SIO;2018;18.1
SIO;2019;13.9
SIO;2020;7.9
