 

stn;time;tre200y0
NABLAU;2002;11.5
NABLAU;2003;11.8
NABLAU;2004;11.2
NABLAU;2005;11.1
NABLAU;2006;12.2
NABLAU;2007;12.1
NABLAU;2008;11.7
NABLAU;2009;12.3
NABLAU;2010;10.6
NABLAU;2011;12.3
NABLAU;2012;11.4
NABLAU;2013;11.0
NABLAU;2014;12.6
NABLAU;2015;12.4
NABLAU;2016;11.6
NABLAU;2017;12.1
NABLAU;2018;12.9
NABLAU;2019;12.3
NABLAU;2020;12.7
