 

stn;time;tnd00xy0
CLA;1931;10
CLA;1932;5
CLA;1933;17
CLA;1934;4
CLA;1935;12
CLA;1936;1
CLA;1937;4
CLA;1938;14
CLA;1939;3
CLA;1940;29
CLA;1941;15
CLA;1942;21
CLA;1943;0
CLA;1944;3
CLA;1945;20
CLA;1946;11
CLA;1947;12
CLA;1948;7
CLA;1949;3
CLA;1950;6
CLA;1951;0
CLA;1952;4
CLA;1953;6
CLA;1954;17
CLA;1955;0
CLA;1956;19
CLA;1957;7
CLA;1958;1
CLA;1959;0
CLA;1960;8
CLA;1961;4
CLA;1962;9
CLA;1963;36
CLA;1964;7
CLA;1965;2
CLA;1966;7
CLA;1967;9
CLA;1968;6
CLA;1969;12
CLA;1970;3
CLA;1971;10
CLA;1972;0
CLA;1973;2
CLA;1974;0
CLA;1975;3
CLA;1976;3
CLA;1977;0
CLA;1978;0
CLA;1979;6
CLA;1980;4
CLA;1981;2
CLA;1982;0
CLA;1983;2
CLA;1984;0
CLA;1985;19
CLA;1986;9
CLA;1987;13
CLA;1988;0
CLA;1989;0
CLA;1990;0
CLA;1991;4
CLA;1992;1
CLA;1993;3
CLA;1994;0
CLA;1995;3
CLA;1996;5
CLA;1997;1
CLA;1998;0
