 

stn;time;rs1000y0
BUE;1900;0
BUE;1901;0
BUE;1902;0
BUE;1903;0
BUE;1904;0
BUE;1905;0
BUE;1906;0
BUE;1907;0
BUE;1908;0
BUE;1909;0
BUE;1910;0
BUE;1911;0
BUE;1912;0
BUE;1913;0
BUE;1914;0
BUE;1915;0
BUE;1916;0
BUE;1917;0
BUE;1918;0
BUE;1919;0
BUE;1920;0
BUE;1921;0
BUE;1922;0
BUE;1923;0
BUE;1924;0
BUE;1925;0
BUE;1926;0
BUE;1927;0
BUE;1928;0
BUE;1929;0
BUE;1930;0
BUE;1931;0
BUE;1932;0
BUE;1933;0
BUE;1934;0
BUE;1935;0
BUE;1936;0
BUE;1937;0
BUE;1938;0
BUE;1939;0
BUE;1940;0
BUE;1941;0
BUE;1942;0
BUE;1943;0
BUE;1944;0
BUE;1945;0
BUE;1946;0
BUE;1947;0
BUE;1948;0
BUE;1949;0
BUE;1950;0
BUE;1951;0
BUE;1952;0
BUE;1953;0
BUE;1954;0
BUE;1955;0
BUE;1956;0
BUE;1957;0
BUE;1958;0
BUE;1959;0
BUE;1960;0
BUE;1961;0
BUE;1962;0
BUE;1963;0
BUE;1964;0
BUE;1965;0
BUE;1966;0
BUE;1967;0
BUE;1968;0
BUE;1969;0
BUE;1970;0
BUE;1971;0
BUE;1972;0
BUE;1973;0
BUE;1974;0
BUE;1975;0
BUE;1976;0
BUE;1977;0
BUE;1978;0
BUE;1979;0
BUE;1980;0
BUE;1981;0
BUE;1982;0
BUE;1983;0
BUE;1984;0
BUE;1985;0
BUE;1986;0
BUE;1987;0
BUE;1988;0
BUE;1989;0
BUE;1990;0
BUE;1991;0
BUE;1992;0
BUE;1993;0
BUE;1994;0
BUE;1995;0
BUE;1996;0
BUE;1997;0
BUE;1998;0
BUE;1999;0
BUE;2000;0
BUE;2001;0
BUE;2002;0
BUE;2003;0
BUE;2004;0
BUE;2005;0
BUE;2006;0
BUE;2007;0
BUE;2008;0
BUE;2009;0
BUE;2010;0
BUE;2011;0
BUE;2012;0
BUE;2013;0
BUE;2014;0
BUE;2015;0
BUE;2016;0
BUE;2017;0
BUE;2018;0
BUE;2019;0
BUE;2020;0
