 

stn;time;tre200y0
EIN;1864;4.4
EIN;1865;5.9
EIN;1866;6.4
EIN;1867;5.7
EIN;1868;6.3
EIN;1869;5.8
EIN;1870;5.0
EIN;1871;4.3
EIN;1872;6.5
EIN;1873;5.9
EIN;1874;5.4
EIN;1875;5.6
EIN;1876;6.3
EIN;1877;6.2
EIN;1878;5.2
EIN;1879;4.5
EIN;1880;6.2
EIN;1881;5.7
EIN;1882;5.9
EIN;1883;5.1
EIN;1884;5.8
EIN;1885;5.7
EIN;1886;5.9
EIN;1887;4.5
EIN;1888;5.1
EIN;1889;4.6
EIN;1890;4.4
EIN;1891;4.6
EIN;1892;5.3
EIN;1893;5.7
EIN;1894;5.5
EIN;1895;5.0
EIN;1896;4.8
EIN;1897;5.9
EIN;1898;6.1
EIN;1899;6.2
EIN;1900;6.7
EIN;1901;5.5
EIN;1902;6.0
EIN;1903;6.0
EIN;1904;6.7
EIN;1905;5.8
EIN;1906;6.0
EIN;1907;5.9
EIN;1908;5.8
EIN;1909;5.4
EIN;1910;6.3
EIN;1911;7.1
EIN;1912;6.3
EIN;1913;6.8
EIN;1914;6.2
EIN;1915;6.2
EIN;1916;6.7
EIN;1917;5.5
EIN;1918;6.6
EIN;1919;5.8
EIN;1920;7.3
EIN;1921;7.2
EIN;1922;5.8
EIN;1923;6.8
EIN;1924;6.0
EIN;1925;6.3
EIN;1926;7.1
EIN;1927;6.5
EIN;1928;7.1
EIN;1929;6.0
EIN;1930;7.2
EIN;1931;5.7
EIN;1932;6.5
EIN;1933;6.1
EIN;1934;7.4
EIN;1935;6.5
EIN;1936;6.9
EIN;1937;7.3
EIN;1938;6.8
EIN;1939;6.4
EIN;1940;5.9
EIN;1941;6.0
EIN;1942;6.6
EIN;1943;7.6
EIN;1944;6.5
EIN;1945;7.4
EIN;1946;7.3
EIN;1947;8.2
EIN;1948;7.7
EIN;1949;7.8
EIN;1950;7.5
EIN;1951;7.3
EIN;1952;6.9
EIN;1953;7.1
EIN;1954;6.4
EIN;1955;6.7
EIN;1956;5.5
EIN;1957;7.1
EIN;1958;7.1
EIN;1959;7.6
EIN;1960;7.1
EIN;1961;7.9
EIN;1962;6.1
EIN;1963;5.8
EIN;1964;7.2
EIN;1965;6.0
EIN;1966;6.9
EIN;1967;6.7
EIN;1968;6.2
EIN;1969;5.2
EIN;1970;5.4
EIN;1971;5.6
EIN;1972;5.6
EIN;1973;5.4
EIN;1974;6.1
EIN;1975;6.1
EIN;1976;5.9
EIN;1977;6.4
EIN;1978;5.6
EIN;1979;6.0
EIN;1980;5.2
EIN;1981;5.8
EIN;1982;6.7
EIN;1983;6.7
EIN;1984;5.7
EIN;1985;5.6
EIN;1986;5.9
EIN;1987;5.9
EIN;1988;6.8
EIN;1989;7.1
EIN;1990;7.0
EIN;1991;6.1
EIN;1992;6.9
EIN;1993;6.5
EIN;1994;8.1
EIN;1995;6.7
EIN;1996;5.7
EIN;1997;7.1
EIN;1998;6.8
EIN;1999;6.6
EIN;2000;7.5
EIN;2001;6.9
EIN;2002;7.5
EIN;2003;7.4
EIN;2004;6.6
EIN;2005;6.2
EIN;2006;7.0
EIN;2007;7.3
EIN;2008;6.9
EIN;2009;7.0
EIN;2010;6.0
EIN;2011;7.8
EIN;2012;7.1
EIN;2013;6.5
EIN;2014;8.1
EIN;2015;7.9
EIN;2016;7.6
EIN;2017;7.5
EIN;2018;8.5
EIN;2019;7.8
EIN;2020;8.3
