 

stn;time;hns000y0
CDF;1931;382
CDF;1932;117
CDF;1933;118
CDF;1934;248
CDF;1935;365
CDF;1936;197
CDF;1937;236
CDF;1938;344
CDF;1939;369
CDF;1940;257
CDF;1941;333
CDF;1942;281
CDF;1943;295
CDF;1944;356
CDF;1945;309
CDF;1946;206
CDF;1947;197
CDF;1948;63
CDF;1949;200
CDF;1950;219
CDF;1951;250
CDF;1952;496
CDF;1953;245
CDF;1954;295
CDF;1955;200
CDF;1956;177
CDF;1957;153
CDF;1958;382
CDF;1959;238
CDF;1960;167
CDF;1961;175
CDF;1962;392
CDF;1963;167
CDF;1964;185
CDF;1965;398
CDF;1966;309
CDF;1967;201
CDF;1968;372
CDF;1969;336
CDF;1970;432
CDF;1971;193
CDF;1972;157
CDF;1973;380
CDF;1974;305
CDF;1975;210
CDF;1976;265
CDF;1977;387
CDF;1978;397
CDF;1979;335
CDF;1980;410
CDF;1981;640
CDF;1982;229
CDF;1983;226
CDF;1984;418
CDF;1985;333
CDF;1986;500
CDF;1987;295
CDF;1988;567
CDF;1989;192
