 

stn;time;tre200y0
DLKON;1973;8.9
DLKON;1974;9.6
DLKON;1975;9.4
DLKON;1976;9.4
DLKON;1977;9.6
DLKON;1978;8.5
DLKON;1979;9.1
DLKON;1980;8.4
DLKON;1981;9.2
DLKON;1982;9.6
DLKON;1983;9.7
DLKON;1984;8.8
DLKON;1985;8.6
DLKON;1986;9.0
DLKON;1987;8.8
DLKON;1988;10.0
DLKON;1989;9.9
DLKON;1990;10.2
DLKON;1991;9.3
DLKON;1992;10.2
DLKON;1993;9.6
DLKON;1994;10.7
DLKON;1995;9.8
DLKON;1996;8.8
DLKON;1997;9.9
DLKON;1998;10.1
DLKON;1999;9.9
DLKON;2000;10.8
DLKON;2001;10.1
DLKON;2002;10.7
DLKON;2003;10.6
DLKON;2004;10.0
DLKON;2005;9.8
DLKON;2006;10.4
DLKON;2007;10.7
DLKON;2008;10.2
DLKON;2009;10.3
DLKON;2010;9.3
DLKON;2011;10.8
DLKON;2012;10.3
DLKON;2013;9.7
DLKON;2014;11.2
DLKON;2015;11.1
DLKON;2016;10.7
DLKON;2017;10.7
DLKON;2018;11.9
DLKON;2019;11.1
DLKON;2020;11.4
