 

stn;time;fklnd3m0
IYTRZ;199712;0
IYTRZ;199801;3
IYTRZ;199802;0
IYTRZ;199803;3
IYTRZ;199804;2
IYTRZ;199805;1
IYTRZ;199806;6
IYTRZ;199807;3
IYTRZ;199808;1
IYTRZ;199809;1
IYTRZ;199810;8
IYTRZ;199811;2
IYTRZ;199812;1
IYTRZ;199901;0
IYTRZ;199902;4
IYTRZ;199903;2
IYTRZ;199904;3
IYTRZ;199905;3
IYTRZ;199906;3
IYTRZ;199907;1
IYTRZ;199908;0
IYTRZ;199909;1
IYTRZ;199910;2
IYTRZ;199911;0
IYTRZ;199912;1
IYTRZ;200001;2
IYTRZ;200002;1
IYTRZ;200003;2
IYTRZ;200004;2
IYTRZ;200005;2
IYTRZ;200006;1
IYTRZ;200007;1
IYTRZ;200008;1
IYTRZ;200009;1
IYTRZ;200010;3
IYTRZ;200011;4
IYTRZ;200012;2
IYTRZ;200101;1
IYTRZ;200102;3
IYTRZ;200103;2
IYTRZ;200104;0
IYTRZ;200105;0
