 

stn;time;rhs150d0
SBE;19540701;26.3
SBE;19540702;0.0
SBE;19540703;0.0
SBE;19540704;35.9
SBE;19540705;1.8
SBE;19540706;8.1
SBE;19540707;25.2
SBE;19540708;0.0
SBE;19540709;0.0
SBE;19540710;0.0
SBE;19540711;7.1
SBE;19540712;0.0
SBE;19540713;0.0
SBE;19540714;0.0
SBE;19540715;5.5
SBE;19540716;0.0
SBE;19540717;0.0
SBE;19540718;4.4
SBE;19540719;0.0
SBE;19540720;0.0
SBE;19540721;0.0
SBE;19540722;3.0
SBE;19540723;0.0
SBE;19540724;0.0
SBE;19540725;0.0
SBE;19540726;0.0
SBE;19540727;0.0
SBE;19540728;0.0
SBE;19540729;0.0
SBE;19540730;0.0
SBE;19540731;0.0
SBE;19540801;1.9
SBE;19540802;0.0
SBE;19540803;0.0
SBE;19540804;2.7
SBE;19540805;0.0
SBE;19540806;0.0
SBE;19540807;43.5
SBE;19540808;13.2
SBE;19540809;90.0
SBE;19540810;0.0
SBE;19540811;0.0
SBE;19540812;0.0
SBE;19540813;1.0
SBE;19540814;42.6
SBE;19540815;2.4
SBE;19540816;0.0
SBE;19540817;0.0
SBE;19540818;5.5
SBE;19540819;5.3
SBE;19540820;28.3
SBE;19540821;117.6
SBE;19540822;7.7
SBE;19540823;4.3
SBE;19540824;7.1
SBE;19540825;14.7
SBE;19540826;0.0
SBE;19540827;0.0
SBE;19540828;0.0
SBE;19540829;0.0
SBE;19540830;0.0
SBE;19540831;0.0
SBE;19540901;0.0
SBE;19540902;16.0
SBE;19540903;0.0
SBE;19540904;0.0
SBE;19540905;16.7
SBE;19540906;0.0
SBE;19540907;0.0
SBE;19540908;0.0
SBE;19540909;0.0
SBE;19540910;0.0
SBE;19540911;0.0
SBE;19540912;17.1
SBE;19540913;19.9
SBE;19540914;33.3
SBE;19540915;11.8
SBE;19540916;0.0
SBE;19540917;0.0
SBE;19540918;0.0
SBE;19540919;1.9
SBE;19540920;9.9
SBE;19540921;0.0
SBE;19540922;0.0
SBE;19540923;0.0
SBE;19540924;0.0
SBE;19540925;0.0
SBE;19540926;0.0
SBE;19540927;0.0
SBE;19540928;8.4
SBE;19540929;0.0
SBE;19540930;0.0
SBE;19541001;0.0
SBE;19541002;0.0
SBE;19541003;0.0
SBE;19541004;0.0
SBE;19541005;0.0
SBE;19541006;0.0
SBE;19541007;0.0
SBE;19541008;0.0
SBE;19541009;0.0
SBE;19541010;0.0
SBE;19541011;0.0
SBE;19541012;0.0
SBE;19541013;0.0
SBE;19541014;0.0
SBE;19541015;0.0
SBE;19541016;0.0
SBE;19541017;0.0
SBE;19541018;0.0
SBE;19541019;0.0
SBE;19541020;0.0
SBE;19541021;8.4
SBE;19541022;1.9
SBE;19541023;0.0
SBE;19541024;25.3
SBE;19541025;3.6
SBE;19541026;0.0
SBE;19541027;3.5
SBE;19541028;0.0
SBE;19541029;0.0
SBE;19541030;1.5
SBE;19541031;1.0
SBE;19541101;0.0
SBE;19541102;0.0
SBE;19541103;0.0
SBE;19541104;0.0
SBE;19541105;0.0
SBE;19541106;0.0
SBE;19541107;0.0
SBE;19541108;0.0
SBE;19541109;0.0
SBE;19541110;0.0
SBE;19541111;0.0
SBE;19541112;0.0
SBE;19541113;0.0
SBE;19541114;0.0
SBE;19541115;0.0
SBE;19541116;0.0
SBE;19541117;0.0
SBE;19541118;0.0
SBE;19541119;0.0
SBE;19541120;0.0
SBE;19541121;0.0
SBE;19541122;0.0
SBE;19541123;8.4
SBE;19541124;5.8
SBE;19541125;2.1
SBE;19541126;3.9
SBE;19541127;14.5
SBE;19541128;28.5
SBE;19541129;8.4
SBE;19541130;17.7
SBE;19541201;0.0
SBE;19541202;0.0
SBE;19541203;0.0
SBE;19541204;0.0
SBE;19541205;0.0
SBE;19541206;0.0
SBE;19541207;7.7
SBE;19541208;8.5
SBE;19541209;47.1
SBE;19541210;57.7
SBE;19541211;1.9
SBE;19541212;0.7
SBE;19541213;0.0
SBE;19541214;0.0
SBE;19541215;0.0
SBE;19541216;0.0
SBE;19541217;0.0
SBE;19541218;0.0
SBE;19541219;0.0
SBE;19541220;0.0
SBE;19541221;0.0
SBE;19541222;31.6
SBE;19541223;32.1
SBE;19541224;1.9
SBE;19541225;8.4
SBE;19541226;0.0
SBE;19541227;0.0
SBE;19541228;0.0
SBE;19541229;0.0
SBE;19541230;0.0
SBE;19541231;0.0
SBE;19550101;0.0
SBE;19550102;5.9
SBE;19550103;9.5
SBE;19550104;3.2
SBE;19550105;0.0
SBE;19550106;5.7
SBE;19550107;3.9
SBE;19550108;0.0
SBE;19550109;0.0
SBE;19550110;0.0
SBE;19550111;8.7
SBE;19550112;11.2
SBE;19550113;0.0
SBE;19550114;0.0
SBE;19550115;0.0
SBE;19550116;20.9
SBE;19550117;0.0
SBE;19550118;11.8
SBE;19550119;0.0
SBE;19550120;0.0
SBE;19550121;0.0
SBE;19550122;0.0
SBE;19550123;0.0
SBE;19550124;0.0
SBE;19550125;0.0
SBE;19550126;0.0
SBE;19550127;0.0
SBE;19550128;0.0
SBE;19550129;0.0
SBE;19550130;0.0
SBE;19550131;5.6
SBE;19550201;10.6
SBE;19550202;13.6
SBE;19550203;0.0
SBE;19550204;0.0
SBE;19550205;0.0
SBE;19550206;0.0
SBE;19550207;13.8
SBE;19550208;18.4
SBE;19550209;0.0
SBE;19550210;6.5
SBE;19550211;0.0
SBE;19550212;0.0
SBE;19550213;0.0
SBE;19550214;0.0
SBE;19550215;0.0
SBE;19550216;0.0
SBE;19550217;31.8
SBE;19550218;17.6
SBE;19550219;17.2
SBE;19550220;11.0
SBE;19550221;3.4
SBE;19550222;4.1
SBE;19550223;6.2
SBE;19550224;1.1
SBE;19550225;4.7
SBE;19550226;0.0
SBE;19550227;0.0
SBE;19550228;0.0
SBE;19550301;0.0
SBE;19550302;0.0
SBE;19550303;0.0
SBE;19550304;0.0
SBE;19550305;0.0
SBE;19550306;0.0
SBE;19550307;2.8
SBE;19550308;0.0
SBE;19550309;2.1
SBE;19550310;0.0
SBE;19550311;5.9
SBE;19550312;2.1
SBE;19550313;0.0
SBE;19550314;0.0
SBE;19550315;0.0
SBE;19550316;0.0
SBE;19550317;0.0
SBE;19550318;0.0
SBE;19550319;0.0
SBE;19550320;0.0
SBE;19550321;12.6
SBE;19550322;0.0
SBE;19550323;0.0
SBE;19550324;0.0
SBE;19550325;0.0
SBE;19550326;6.4
SBE;19550327;0.0
SBE;19550328;0.0
SBE;19550329;6.4
SBE;19550330;2.7
SBE;19550331;0.0
SBE;19550401;0.0
SBE;19550402;0.0
SBE;19550403;0.0
SBE;19550404;0.0
SBE;19550405;0.0
SBE;19550406;0.0
SBE;19550407;4.2
SBE;19550408;0.0
SBE;19550409;0.0
SBE;19550410;0.0
SBE;19550411;0.0
SBE;19550412;0.0
SBE;19550413;0.0
SBE;19550414;0.0
SBE;19550415;5.6
SBE;19550416;0.0
SBE;19550417;0.0
SBE;19550418;0.0
SBE;19550419;0.0
SBE;19550420;0.0
SBE;19550421;0.0
SBE;19550422;0.0
SBE;19550423;0.0
SBE;19550424;0.0
SBE;19550425;0.0
SBE;19550426;0.0
SBE;19550427;0.0
SBE;19550428;0.0
SBE;19550429;0.0
SBE;19550430;0.0
SBE;19550501;0.0
SBE;19550502;18.6
SBE;19550503;0.0
SBE;19550504;0.0
SBE;19550505;0.0
SBE;19550506;0.0
SBE;19550507;0.0
SBE;19550508;0.0
SBE;19550509;0.0
SBE;19550510;0.0
