 

stn;time;rzz150mx
PAY;198101;2.0
PAY;198102;0.6
PAY;198103;1.4
PAY;198104;0.4
PAY;198105;1.5
PAY;198106;1.8
PAY;198107;2.3
PAY;198108;3.1
PAY;198109;7.9
PAY;198110;2.7
PAY;198111;4.0
PAY;198112;2.9
PAY;198201;1.3
PAY;198202;0.7
PAY;198203;1.1
PAY;198204;0.7
PAY;198205;3.2
PAY;198206;6.2
PAY;198207;4.3
PAY;198208;12.8
PAY;198209;2.0
PAY;198210;4.6
PAY;198211;1.6
PAY;198212;4.5
PAY;198301;0.7
PAY;198302;2.2
PAY;198303;2.1
PAY;198304;1.9
PAY;198305;2.1
PAY;198306;5.2
PAY;198307;5.6
PAY;198308;12.5
PAY;198309;2.8
PAY;198310;1.6
PAY;198311;5.9
PAY;198312;1.5
PAY;198401;1.1
PAY;198402;1.1
PAY;198403;0.8
PAY;198404;2.3
PAY;198405;0.8
PAY;198406;5.6
PAY;198407;6.9
PAY;198408;4.8
PAY;198409;4.7
PAY;198410;2.4
PAY;198411;1.2
PAY;198412;0.9
PAY;198501;1.2
PAY;198502;0.7
PAY;198503;0.9
PAY;198504;2.4
PAY;198505;7.0
PAY;198506;4.0
PAY;198507;6.1
PAY;198508;8.4
PAY;198509;3.3
PAY;198510;0.2
PAY;198511;6.9
PAY;198512;1.8
PAY;198601;3.2
PAY;198602;0.9
PAY;198603;7.1
PAY;198604;1.3
PAY;198605;3.1
PAY;198606;3.9
PAY;198607;4.5
PAY;198608;11.1
PAY;198609;3.3
PAY;198610;3.7
PAY;198611;0.8
PAY;198612;1.6
PAY;198701;1.1
PAY;198702;1.8
PAY;198703;1.6
PAY;198704;1.1
PAY;198705;5.4
PAY;198706;5.7
PAY;198707;10.1
PAY;198708;4.0
PAY;198709;4.6
PAY;198710;1.5
PAY;198711;1.2
PAY;198712;1.0
PAY;198801;3.2
PAY;198802;2.0
PAY;198803;3.1
PAY;198804;1.4
PAY;198805;13.0
PAY;198806;3.9
PAY;198807;5.4
PAY;198808;4.9
PAY;198809;1.8
PAY;198810;2.8
PAY;198811;2.0
PAY;198812;1.9
PAY;198901;1.7
PAY;198902;1.0
PAY;198903;1.2
PAY;198904;1.6
PAY;198905;3.0
PAY;198906;1.7
PAY;198907;7.6
PAY;198908;3.1
PAY;198909;1.0
PAY;198910;1.8
PAY;198911;1.4
PAY;198912;3.3
PAY;199001;1.7
PAY;199002;1.6
PAY;199003;1.7
PAY;199004;3.7
PAY;199005;3.3
PAY;199006;4.7
PAY;199007;3.2
PAY;199008;5.5
PAY;199009;4.8
PAY;199010;2.4
PAY;199011;2.2
PAY;199012;0.5
PAY;199101;0.9
PAY;199102;0.7
PAY;199103;0.7
PAY;199104;0.8
PAY;199105;1.0
PAY;199106;5.3
PAY;199107;20.6
PAY;199108;1.6
PAY;199109;3.1
PAY;199110;2.6
PAY;199111;2.3
PAY;199112;2.7
PAY;199201;0.7
PAY;199202;1.7
PAY;199203;1.1
PAY;199204;2.7
PAY;199205;5.6
PAY;199206;5.5
PAY;199207;4.4
PAY;199208;1.5
PAY;199209;3.6
PAY;199210;5.1
PAY;199211;2.1
PAY;199212;2.5
PAY;199301;1.7
PAY;199302;0.5
PAY;199303;0.6
PAY;199304;3.0
PAY;199305;5.7
PAY;199306;3.9
PAY;199307;3.3
PAY;199308;10.1
PAY;199309;2.2
PAY;199310;1.9
PAY;199311;0.8
PAY;199312;2.9
PAY;199401;1.2
PAY;199402;2.3
PAY;199403;0.8
PAY;199404;1.3
