 

stn;time;fklnd3m0
IYSUS;201302;1
IYSUS;201303;0
IYSUS;201304;1
IYSUS;201305;0
IYSUS;201306;0
IYSUS;201307;1
IYSUS;201308;1
IYSUS;201309;2
IYSUS;201310;4
IYSUS;201311;5
IYSUS;201312;7
IYSUS;201401;6
IYSUS;201402;-
IYSUS;201403;2
IYSUS;201404;1
IYSUS;201405;0
IYSUS;201406;0
IYSUS;201407;0
IYSUS;201408;2
IYSUS;201409;0
IYSUS;201410;2
IYSUS;201411;2
IYSUS;201412;9
IYSUS;201501;14
IYSUS;201502;1
IYSUS;201503;7
IYSUS;201504;3
IYSUS;201505;2
IYSUS;201506;1
IYSUS;201507;1
IYSUS;201508;0
IYSUS;201509;3
IYSUS;201510;0
IYSUS;201511;8
IYSUS;201512;1
IYSUS;201601;8
IYSUS;201602;8
IYSUS;201603;1
IYSUS;201604;2
IYSUS;201605;0
