 

stn;time;rhh150mx
DLALH;200408;5.1
DLALH;200409;11.4
DLALH;200410;7.0
DLALH;200411;1.5
DLALH;200412;3.8
DLALH;200501;4.4
DLALH;200502;2.7
DLALH;200503;6.3
DLALH;200504;3.9
DLALH;200505;5.3
DLALH;200506;25.2
DLALH;200507;18.8
DLALH;200508;5.9
DLALH;200509;9.8
DLALH;200510;2.8
DLALH;200511;2.4
DLALH;200512;2.6
DLALH;200601;0.9
DLALH;200602;2.3
DLALH;200603;3.2
DLALH;200604;2.8
DLALH;200605;13.6
DLALH;200606;22.3
DLALH;200607;12.9
DLALH;200608;12.8
DLALH;200609;9.3
DLALH;200610;3.8
DLALH;200611;1.8
DLALH;200612;1.6
DLALH;200701;4.6
DLALH;200702;5.7
DLALH;200703;3.3
DLALH;200704;0.7
DLALH;200705;10.6
DLALH;200706;10.6
DLALH;200707;8.0
DLALH;200708;13.6
DLALH;200709;4.7
DLALH;200710;1.1
DLALH;200711;3.4
DLALH;200712;2.8
DLALH;200801;3.4
DLALH;200802;2.4
DLALH;200803;6.4
DLALH;200804;5.2
DLALH;200805;8.5
DLALH;200806;11.9
DLALH;200807;18.4
DLALH;200808;5.5
DLALH;200809;7.1
DLALH;200810;10.6
DLALH;200811;2.3
DLALH;200812;3.6
DLALH;200901;1.8
DLALH;200902;1.5
DLALH;200903;2.3
DLALH;200904;2.0
DLALH;200905;27.9
DLALH;200906;7.0
DLALH;200907;10.1
DLALH;200908;9.0
DLALH;200909;6.6
DLALH;200910;7.4
DLALH;200911;2.7
DLALH;200912;2.4
DLALH;201001;2.2
DLALH;201002;2.0
DLALH;201003;1.2
DLALH;201004;4.3
DLALH;201005;6.1
DLALH;201006;5.5
DLALH;201007;23.7
DLALH;201008;9.1
DLALH;201009;4.3
DLALH;201010;2.4
DLALH;201011;2.0
DLALH;201012;3.3
DLALH;201101;2.8
DLALH;201102;0.8
DLALH;201103;2.4
DLALH;201104;2.7
DLALH;201105;5.2
DLALH;201106;8.5
DLALH;201107;10.6
DLALH;201108;18.2
DLALH;201109;7.3
DLALH;201110;4.6
DLALH;201111;0.4
DLALH;201112;5.3
DLALH;201201;4.0
DLALH;201202;1.1
DLALH;201203;1.4
DLALH;201204;2.0
DLALH;201205;6.4
DLALH;201206;25.1
DLALH;201207;8.5
DLALH;201208;15.6
DLALH;201209;4.4
DLALH;201210;3.2
DLALH;201211;4.3
DLALH;201212;3.8
DLALH;201301;3.8
DLALH;201302;2.9
DLALH;201303;1.6
DLALH;201304;4.1
DLALH;201305;5.4
DLALH;201306;12.0
DLALH;201307;15.0
DLALH;201308;19.1
DLALH;201309;7.5
DLALH;201310;8.0
DLALH;201311;3.9
DLALH;201312;1.7
DLALH;201401;2.2
DLALH;201402;3.6
DLALH;201403;3.2
DLALH;201404;5.4
DLALH;201405;4.7
DLALH;201406;8.2
DLALH;201407;31.8
DLALH;201408;20.8
DLALH;201409;7.9
DLALH;201410;10.1
DLALH;201411;2.3
DLALH;201412;2.8
DLALH;201501;2.6
DLALH;201502;2.0
DLALH;201503;2.8
DLALH;201504;10.7
DLALH;201505;8.9
DLALH;201506;8.6
DLALH;201507;22.2
DLALH;201508;8.2
DLALH;201509;14.9
DLALH;201510;6.8
DLALH;201511;8.1
DLALH;201512;1.8
DLALH;201601;3.4
DLALH;201602;4.1
DLALH;201603;2.1
DLALH;201604;3.3
DLALH;201605;7.7
DLALH;201606;33.0
DLALH;201607;4.4
DLALH;201608;6.9
DLALH;201609;4.2
DLALH;201610;3.5
DLALH;201611;3.4
DLALH;201612;0.5
DLALH;201701;1.1
DLALH;201702;3.8
DLALH;201703;3.3
DLALH;201704;3.7
DLALH;201705;4.3
DLALH;201706;13.7
DLALH;201707;13.4
DLALH;201708;10.4
DLALH;201709;3.3
DLALH;201710;5.9
DLALH;201711;6.5
DLALH;201712;3.4
DLALH;201801;8.6
DLALH;201802;4.0
DLALH;201803;1.7
DLALH;201804;2.5
DLALH;201805;23.0
DLALH;201806;16.2
DLALH;201807;6.2
DLALH;201808;11.3
DLALH;201809;7.7
DLALH;201810;3.2
DLALH;201811;0.7
DLALH;201812;5.8
DLALH;201901;2.5
DLALH;201902;1.2
DLALH;201903;2.7
DLALH;201904;3.5
DLALH;201905;6.3
DLALH;201906;5.6
DLALH;201907;17.4
DLALH;201908;9.2
DLALH;201909;3.2
DLALH;201910;3.9
DLALH;201911;2.6
DLALH;201912;1.9
DLALH;202001;2.4
DLALH;202002;4.6
DLALH;202003;3.6
DLALH;202004;3.0
DLALH;202005;4.4
DLALH;202006;14.3
DLALH;202007;9.5
DLALH;202008;9.4
DLALH;202009;8.1
DLALH;202010;4.1
DLALH;202011;1.8
DLALH;202012;2.2
DLALH;202101;3.1
DLALH;202102;2.2
DLALH;202103;2.7
