 

stn;time;rhh150mx
ILZ;201402;3.2
ILZ;201403;3.0
ILZ;201404;4.1
ILZ;201405;4.6
ILZ;201406;5.0
ILZ;201407;7.1
ILZ;201408;8.9
ILZ;201409;3.7
ILZ;201410;6.7
ILZ;201411;6.6
ILZ;201412;1.7
ILZ;201501;3.9
ILZ;201502;1.7
ILZ;201503;2.7
ILZ;201504;3.8
ILZ;201505;6.9
ILZ;201506;4.4
ILZ;201507;22.7
ILZ;201508;6.8
ILZ;201509;5.5
ILZ;201510;9.4
ILZ;201511;3.5
ILZ;201512;1.0
ILZ;201601;3.6
ILZ;201602;2.5
ILZ;201603;3.7
ILZ;201604;6.8
ILZ;201605;6.0
ILZ;201606;9.1
ILZ;201607;10.0
ILZ;201608;8.0
ILZ;201609;3.2
ILZ;201610;4.2
ILZ;201611;5.9
ILZ;201612;0.5
ILZ;201701;2.7
ILZ;201702;3.1
ILZ;201703;4.7
ILZ;201704;2.0
ILZ;201705;3.7
ILZ;201706;9.6
ILZ;201707;3.7
ILZ;201708;12.1
ILZ;201709;5.0
ILZ;201710;2.8
ILZ;201711;3.5
ILZ;201712;7.4
ILZ;201801;4.9
ILZ;201802;1.6
ILZ;201803;3.5
ILZ;201804;3.6
ILZ;201805;12.8
ILZ;201806;7.3
ILZ;201807;3.8
ILZ;201808;21.4
ILZ;201809;2.4
ILZ;201810;7.1
ILZ;201811;3.1
ILZ;201812;4.0
ILZ;201901;4.6
ILZ;201902;5.4
ILZ;201903;3.5
ILZ;201904;6.4
ILZ;201905;8.3
ILZ;201906;10.7
ILZ;201907;8.5
ILZ;201908;8.9
ILZ;201909;4.7
ILZ;201910;9.0
ILZ;201911;4.7
ILZ;201912;3.2
ILZ;202001;2.3
ILZ;202002;3.9
ILZ;202003;-
