 

stn;time;tre200y0
INT;1931;7.7
INT;1932;7.9
INT;1933;7.8
INT;1934;8.8
INT;1935;8.2
INT;1936;8.6
INT;1937;8.9
INT;1938;8.4
INT;1939;8.2
INT;1940;7.7
INT;1941;7.8
INT;1942;8.2
INT;1943;9.3
INT;1944;8.2
INT;1945;8.9
INT;1946;8.9
INT;1947;9.8
INT;1948;9.1
INT;1949;9.4
INT;1950;9.1
INT;1951;8.8
INT;1952;8.8
INT;1953;8.8
INT;1954;8.1
INT;1955;8.3
INT;1956;7.2
INT;1957;8.9
INT;1958;8.2
INT;1959;8.8
INT;1960;8.4
INT;1961;9.2
INT;1962;7.8
INT;1963;7.5
INT;1964;8.6
INT;1965;7.6
INT;1966;8.7
INT;1967;8.4
INT;1968;8.2
INT;1969;7.9
INT;1970;7.8
INT;1971;8.8
INT;1972;8.0
INT;1973;8.0
INT;1974;8.6
INT;1975;8.5
INT;1976;8.7
INT;1977;8.7
INT;1978;8.0
INT;1979;7.9
INT;1980;7.3
INT;1981;7.9
INT;1982;8.5
INT;1983;8.5
INT;1984;7.8
INT;1985;7.7
INT;1986;8.0
INT;1987;7.9
INT;1988;8.7
INT;1989;8.6
INT;1990;8.9
INT;1991;8.4
INT;1992;8.7
INT;1993;8.5
INT;1994;10.0
INT;1995;9.0
INT;1996;8.3
INT;1997;9.1
INT;1998;8.9
INT;1999;8.7
INT;2000;9.4
INT;2001;9.1
INT;2002;9.4
INT;2003;9.6
INT;2004;8.9
INT;2005;8.4
INT;2006;9.3
INT;2007;9.6
INT;2008;9.5
INT;2009;9.6
INT;2010;8.7
INT;2011;10.2
INT;2012;9.3
INT;2013;9.0
INT;2014;10.2
INT;2015;10.0
INT;2016;9.5
INT;2017;9.5
INT;2018;10.6
INT;2019;10.1
INT;2020;10.2
