 

stn;time;rsd100m0
DLKIF;200611;5
DLKIF;200612;1
DLKIF;200701;1
DLKIF;200702;2
DLKIF;200703;2
DLKIF;200704;0
DLKIF;200705;8
DLKIF;200706;5
DLKIF;200707;6
DLKIF;200708;6
DLKIF;200709;5
DLKIF;200710;2
DLKIF;200711;6
DLKIF;200712;2
DLKIF;200801;1
DLKIF;200802;1
DLKIF;200803;5
DLKIF;200804;3
DLKIF;200805;0
DLKIF;200806;2
DLKIF;200807;8
DLKIF;200808;6
DLKIF;200809;3
DLKIF;200810;3
DLKIF;200811;3
DLKIF;200812;3
DLKIF;200901;1
DLKIF;200902;6
DLKIF;200903;6
DLKIF;200904;1
DLKIF;200905;5
DLKIF;200906;8
DLKIF;200907;7
DLKIF;200908;5
DLKIF;200909;4
DLKIF;200910;5
DLKIF;200911;1
DLKIF;200912;1
DLKIF;201001;0
DLKIF;201002;1
DLKIF;201003;0
DLKIF;201004;1
DLKIF;201005;4
DLKIF;201006;5
DLKIF;201007;9
DLKIF;201008;7
DLKIF;201009;3
DLKIF;201010;3
DLKIF;201011;0
DLKIF;201012;2
DLKIF;201101;3
DLKIF;201102;0
DLKIF;201103;1
DLKIF;201104;1
DLKIF;201105;5
DLKIF;201106;6
DLKIF;201107;6
DLKIF;201108;5
DLKIF;201109;4
DLKIF;201110;5
DLKIF;201111;0
DLKIF;201112;6
DLKIF;201201;7
DLKIF;201202;1
DLKIF;201203;0
DLKIF;201204;2
DLKIF;201205;6
DLKIF;201206;7
DLKIF;201207;6
DLKIF;201208;6
DLKIF;201209;4
DLKIF;201210;3
DLKIF;201211;1
DLKIF;201212;6
DLKIF;201301;2
DLKIF;201302;2
DLKIF;201303;2
DLKIF;201304;2
DLKIF;201305;8
DLKIF;201306;6
DLKIF;201307;1
DLKIF;201308;7
DLKIF;201309;7
DLKIF;201310;3
DLKIF;201311;4
DLKIF;201312;0
DLKIF;201401;0
DLKIF;201402;0
DLKIF;201403;2
DLKIF;201404;2
DLKIF;201405;8
DLKIF;201406;4
DLKIF;201407;7
DLKIF;201408;6
DLKIF;201409;2
DLKIF;201410;4
DLKIF;201411;0
DLKIF;201412;3
DLKIF;201501;4
DLKIF;201502;0
DLKIF;201503;5
DLKIF;201504;3
DLKIF;201505;10
DLKIF;201506;6
DLKIF;201507;5
DLKIF;201508;2
DLKIF;201509;3
DLKIF;201510;1
DLKIF;201511;1
DLKIF;201512;1
