 

stn;time;rhs150m0
SAE;188209;182.9
SAE;188210;280.2
SAE;188211;285.2
SAE;188212;108.1
SAE;188301;50.0
SAE;188302;28.0
SAE;188303;111.2
SAE;188304;107.6
SAE;188305;155.0
SAE;188306;312.7
SAE;188307;530.8
SAE;188308;256.8
SAE;188309;395.4
SAE;188310;200.3
SAE;188311;180.2
SAE;188312;208.1
SAE;188401;246.5
SAE;188402;88.4
SAE;188403;75.7
SAE;188404;94.9
SAE;188405;128.9
SAE;188406;351.8
SAE;188407;404.5
SAE;188408;384.1
SAE;188409;174.0
SAE;188410;305.4
SAE;188411;92.6
SAE;188412;138.3
SAE;188501;18.9
SAE;188502;98.6
SAE;188503;90.1
SAE;188504;48.0
SAE;188505;168.7
SAE;188506;129.9
SAE;188507;154.1
SAE;188508;164.4
SAE;188509;406.9
SAE;188510;255.0
SAE;188511;304.3
SAE;188512;303.6
SAE;188601;112.9
SAE;188602;41.7
SAE;188603;114.7
SAE;188604;134.9
SAE;188605;88.6
SAE;188606;529.2
SAE;188607;301.6
SAE;188608;402.8
SAE;188609;183.7
SAE;188610;184.4
SAE;188611;173.5
SAE;188612;240.1
SAE;188701;18.9
SAE;188702;25.3
SAE;188703;175.0
SAE;188704;69.4
SAE;188705;266.5
SAE;188706;149.0
SAE;188707;365.5
SAE;188708;263.3
SAE;188709;132.1
SAE;188710;185.5
SAE;188711;103.4
SAE;188712;315.3
SAE;188801;113.6
SAE;188802;185.9
SAE;188803;154.0
SAE;188804;256.8
SAE;188805;121.5
SAE;188806;348.0
SAE;188807;432.5
SAE;188808;271.0
SAE;188809;277.3
SAE;188810;181.5
SAE;188811;242.0
SAE;188812;47.3
SAE;188901;130.6
SAE;188902;570.9
SAE;188903;113.5
SAE;188904;129.3
SAE;188905;105.9
SAE;188906;310.7
SAE;188907;217.8
SAE;188908;252.2
SAE;188909;338.0
SAE;188910;171.2
SAE;188911;118.8
SAE;188912;82.1
SAE;189001;250.3
SAE;189002;9.6
SAE;189003;100.6
SAE;189004;235.2
SAE;189005;145.5
SAE;189006;298.1
SAE;189007;222.9
SAE;189008;342.4
SAE;189009;26.8
SAE;189010;352.0
SAE;189011;349.9
SAE;189012;17.8
SAE;189101;112.5
SAE;189102;22.8
SAE;189103;158.2
SAE;189104;168.4
SAE;189105;117.0
SAE;189106;182.4
SAE;189107;337.6
SAE;189108;295.5
SAE;189109;161.1
SAE;189110;68.6
SAE;189111;150.3
SAE;189112;396.5
SAE;189201;230.5
SAE;189202;285.4
SAE;189203;56.3
SAE;189204;96.0
SAE;189205;152.5
SAE;189206;409.3
SAE;189207;336.6
SAE;189208;176.2
SAE;189209;225.6
SAE;189210;280.3
SAE;189211;107.1
SAE;189212;152.5
SAE;189301;141.6
SAE;189302;249.9
SAE;189303;159.3
SAE;189304;15.3
SAE;189305;186.2
SAE;189306;181.1
SAE;189307;323.7
SAE;189308;121.5
SAE;189309;281.4
SAE;189310;172.2
SAE;189311;207.8
SAE;189312;93.2
SAE;189401;61.5
SAE;189402;306.9
SAE;189403;141.8
SAE;189404;25.9
SAE;189405;296.4
SAE;189406;479.4
SAE;189407;305.6
