 

stn;time;rzz150mx
MMLEN;201512;0.4
MMLEN;201601;1.2
MMLEN;201602;1.0
MMLEN;201603;-
MMLEN;201604;0.8
MMLEN;201605;2.2
MMLEN;201606;3.4
MMLEN;201607;4.6
MMLEN;201608;5.4
MMLEN;201609;2.4
MMLEN;201610;2.0
MMLEN;201611;2.0
MMLEN;201612;0.2
MMLEN;201701;0.4
MMLEN;201702;1.0
MMLEN;201703;1.2
MMLEN;201704;1.2
MMLEN;201705;6.0
MMLEN;201706;4.0
MMLEN;201707;8.4
MMLEN;201708;6.8
MMLEN;201709;1.0
MMLEN;201710;2.2
MMLEN;201711;1.2
MMLEN;201712;0.8
MMLEN;201801;1.8
MMLEN;201802;0.8
MMLEN;201803;0.8
MMLEN;201804;1.4
MMLEN;201805;2.8
MMLEN;201806;4.4
MMLEN;201807;4.4
MMLEN;201808;11.4
MMLEN;201809;3.0
MMLEN;201810;1.4
MMLEN;201811;0.2
