 

stn;time;hns000mx
URB;201509;0
URB;201510;6
URB;201511;36
URB;201512;4
URB;201601;14
URB;201602;11
URB;201603;28
URB;201604;21
URB;201605;8
URB;201606;0
URB;201607;0
URB;201608;0
URB;201609;0
URB;201610;2
URB;201611;25
URB;201612;0
URB;201701;16
URB;201702;17
URB;201703;33
URB;201704;43
URB;201705;2
URB;201706;0
URB;201707;0
URB;201708;0
URB;201709;1
URB;201710;10
URB;201711;23
URB;201712;26
URB;201801;20
URB;201802;15
URB;201803;50
URB;201804;1
URB;201805;0
URB;201806;0
URB;201807;0
URB;201808;0
URB;201809;0
URB;201810;37
URB;201811;5
URB;201812;18
URB;201901;20
URB;201902;32
URB;201903;17
URB;201904;35
URB;201905;24
URB;201906;0
URB;201907;0
URB;201908;0
URB;201909;0
URB;201910;3
URB;201911;23
URB;201912;10
URB;202001;20
URB;202002;25
URB;202003;10
URB;202004;0
URB;202005;1
URB;202006;0
URB;202007;0
URB;202008;0
URB;202009;10
URB;202010;20
URB;202011;15
URB;202012;34
URB;202101;40
URB;202102;10
URB;202103;41
