 

stn;time;rsd300y0
IYMMR;1924;2
IYMMR;1925;1
IYMMR;1926;6
IYMMR;1927;3
IYMMR;1928;4
IYMMR;1929;1
IYMMR;1930;0
IYMMR;1931;4
IYMMR;1932;1
IYMMR;1933;2
IYMMR;1934;3
IYMMR;1935;3
IYMMR;1936;3
IYMMR;1937;2
IYMMR;1938;0
IYMMR;1939;2
IYMMR;1940;5
IYMMR;1941;0
IYMMR;1942;4
IYMMR;1943;0
IYMMR;1944;1
IYMMR;1945;2
IYMMR;1946;1
IYMMR;1947;2
IYMMR;1948;2
IYMMR;1949;1
IYMMR;1950;2
IYMMR;1951;2
IYMMR;1952;3
IYMMR;1953;3
IYMMR;1954;7
IYMMR;1955;1
IYMMR;1956;1
IYMMR;1957;1
IYMMR;1958;2
IYMMR;1959;0
IYMMR;1960;5
IYMMR;1961;2
IYMMR;1962;0
IYMMR;1963;2
IYMMR;1964;1
IYMMR;1965;4
IYMMR;1966;6
IYMMR;1967;1
IYMMR;1968;4
IYMMR;1969;0
IYMMR;1970;3
IYMMR;1971;1
IYMMR;1972;0
IYMMR;1973;3
IYMMR;1974;0
IYMMR;1975;2
IYMMR;1976;2
IYMMR;1977;4
IYMMR;1978;1
IYMMR;1979;9
IYMMR;1980;4
IYMMR;1981;6
IYMMR;1982;2
IYMMR;1983;5
IYMMR;1984;3
IYMMR;1985;4
IYMMR;1986;1
IYMMR;1987;5
IYMMR;1988;3
IYMMR;1989;1
IYMMR;1990;4
IYMMR;1991;3
IYMMR;1992;3
IYMMR;1993;5
IYMMR;1994;2
IYMMR;1995;2
IYMMR;1996;3
IYMMR;1997;3
IYMMR;1998;1
IYMMR;1999;4
IYMMR;2000;6
IYMMR;2001;2
IYMMR;2002;4
IYMMR;2003;1
IYMMR;2004;1
IYMMR;2005;0
IYMMR;2006;0
IYMMR;2007;2
IYMMR;2008;4
IYMMR;2009;3
IYMMR;2010;1
IYMMR;2011;1
IYMMR;2012;2
IYMMR;2013;3
IYMMR;2014;4
IYMMR;2015;2
IYMMR;2016;1
IYMMR;2017;3
IYMMR;2018;2
