 

stn;time;tnd00xy0
DLMUD;1953;36
DLMUD;1954;36
DLMUD;1955;35
DLMUD;1956;50
DLMUD;1957;23
DLMUD;1958;29
DLMUD;1959;21
DLMUD;1960;28
DLMUD;1961;27
DLMUD;1962;42
DLMUD;1963;63
DLMUD;1964;42
DLMUD;1965;32
DLMUD;1966;23
DLMUD;1967;28
DLMUD;1968;36
DLMUD;1969;48
DLMUD;1970;37
DLMUD;1971;30
DLMUD;1972;31
DLMUD;1973;27
DLMUD;1974;3
DLMUD;1975;13
DLMUD;1976;27
DLMUD;1977;27
DLMUD;1978;41
DLMUD;1979;22
DLMUD;1980;31
DLMUD;1981;35
DLMUD;1982;28
DLMUD;1983;31
DLMUD;1984;19
DLMUD;1985;50
DLMUD;1986;40
DLMUD;1987;37
DLMUD;1988;10
DLMUD;1989;26
DLMUD;1990;29
DLMUD;1991;32
DLMUD;1992;24
DLMUD;1993;38
DLMUD;1994;12
DLMUD;1995;30
DLMUD;1996;54
DLMUD;1997;26
DLMUD;1998;29
DLMUD;1999;30
DLMUD;2000;18
DLMUD;2001;24
DLMUD;2002;27
DLMUD;2003;34
DLMUD;2004;27
DLMUD;2005;40
DLMUD;2006;37
DLMUD;2007;17
DLMUD;2008;10
DLMUD;2009;33
DLMUD;2010;56
DLMUD;2011;18
DLMUD;2012;24
DLMUD;2013;29
DLMUD;2014;7
DLMUD;2015;7
