 

stn;time;fu3010m1
BER;200609;42.8
BER;200610;79.2
BER;200611;45.7
BER;200612;63.7
BER;200701;79.9
BER;200702;68.8
BER;200703;67.7
BER;200704;42.1
BER;200705;56.9
BER;200706;88.2
BER;200707;57.6
BER;200708;50.0
BER;200709;45.4
BER;200710;54.0
BER;200711;57.2
BER;200712;71.3
BER;200801;64.8
BER;200802;55.1
BER;200803;85.3
BER;200804;51.5
BER;200805;59.4
BER;200806;60.1
BER;200807;55.1
BER;200808;60.5
BER;200809;51.8
BER;200810;51.1
BER;200811;64.8
BER;200812;67.3
BER;200901;86.0
BER;200902;94.3
BER;200903;78.1
BER;200904;91.1
BER;200905;63.0
BER;200906;62.3
BER;200907;67.7
BER;200908;36.4
BER;200909;54.7
BER;200910;48.6
BER;200911;64.8
BER;200912;65.2
BER;201001;45.7
BER;201002;82.1
BER;201003;66.6
BER;201004;46.1
BER;201005;64.1
BER;201006;50.8
BER;201007;81.0
BER;201008;91.8
BER;201009;60.5
BER;201010;47.5
BER;201011;58.3
BER;201012;69.5
BER;201101;37.1
BER;201102;37.1
BER;201103;52.6
BER;201104;50.4
BER;201105;54.4
BER;201106;74.9
BER;201107;48.6
BER;201108;64.1
BER;201109;51.8
BER;201110;41.8
BER;201111;30.6
BER;201112;90.0
BER;201201;84.2
BER;201202;53.3
BER;201203;50.0
BER;201204;67.7
BER;201205;61.9
BER;201206;49.0
BER;201207;60.5
BER;201208;58.0
BER;201209;61.2
BER;201210;46.1
BER;201211;58.7
BER;201212;69.5
BER;201301;52.6
BER;201302;74.2
BER;201303;48.2
BER;201304;63.0
BER;201305;53.3
BER;201306;78.5
BER;201307;43.6
BER;201308;42.5
BER;201309;69.5
BER;201310;57.2
BER;201311;63.0
BER;201312;45.4
BER;201401;58.0
BER;201402;74.9
BER;201403;54.0
BER;201404;51.1
BER;201405;55.1
BER;201406;56.9
BER;201407;73.1
BER;201408;75.2
BER;201409;43.9
BER;201410;68.8
BER;201411;28.8
BER;201412;55.8
BER;201501;65.2
BER;201502;59.4
BER;201503;80.6
BER;201504;76.3
BER;201505;50.0
BER;201506;66.6
BER;201507;54.0
BER;201508;82.1
BER;201509;67.7
BER;201510;38.2
BER;201511;70.9
BER;201512;35.6
BER;201601;78.5
BER;201602;78.1
BER;201603;72.0
BER;201604;58.7
BER;201605;68.0
BER;201606;48.2
BER;201607;55.8
BER;201608;47.9
BER;201609;39.6
BER;201610;47.9
BER;201611;61.6
BER;201612;38.2
BER;201701;72.0
BER;201702;79.6
BER;201703;68.0
BER;201704;52.6
BER;201705;50.4
BER;201706;76.0
BER;201707;55.1
BER;201708;67.7
BER;201709;57.2
BER;201710;43.6
BER;201711;76.0
BER;201712;74.9
BER;201801;96.1
BER;201802;54.0
BER;201803;60.5
BER;201804;73.1
BER;201805;55.4
BER;201806;53.3
BER;201807;64.1
BER;201808;70.6
BER;201809;64.8
BER;201810;68.8
BER;201811;68.0
BER;201812;82.1
BER;201901;70.6
BER;201902;74.9
BER;201903;98.6
BER;201904;80.3
BER;201905;63.7
BER;201906;54.7
BER;201907;60.5
BER;201908;46.1
BER;201909;59.0
BER;201910;50.8
BER;201911;60.1
BER;201912;79.2
BER;202001;73.4
BER;202002;100.8
BER;202003;84.2
BER;202004;51.8
BER;202005;49.7
BER;202006;64.1
BER;202007;51.5
BER;202008;97.2
BER;202009;52.6
BER;202010;70.9
BER;202011;41.0
BER;202012;56.5
BER;202101;72.4
BER;202102;55.1
BER;202103;87.5
