 

stn;time;fu3010m1
MMSAF;201501;79.6
MMSAF;201502;53.6
MMSAF;201503;118.4
MMSAF;201504;70.2
MMSAF;201505;66.6
MMSAF;201506;55.4
MMSAF;201507;48.2
MMSAF;201508;66.6
MMSAF;201509;79.6
MMSAF;201510;55.4
MMSAF;201511;72.4
MMSAF;201512;24.1
MMSAF;201601;77.8
MMSAF;201602;92.5
MMSAF;201603;83.5
MMSAF;201604;70.2
MMSAF;201605;64.8
MMSAF;201606;50.0
MMSAF;201607;53.6
MMSAF;201608;50.0
MMSAF;201609;55.4
MMSAF;201610;51.8
MMSAF;201611;57.2
MMSAF;201612;64.8
