 

stn;time;hto000y0
EVO;1987;14
EVO;1988;11
EVO;1989;2
EVO;1990;6
EVO;1991;8
EVO;1992;10
EVO;1993;3
EVO;1994;11
EVO;1995;18
EVO;1996;10
EVO;1997;9
EVO;1998;6
EVO;1999;18
EVO;2000;13
EVO;2001;10
EVO;2002;4
EVO;2003;8
EVO;2004;10
EVO;2005;10
EVO;2006;11
EVO;2007;5
EVO;2008;9
EVO;2009;20
EVO;2010;13
EVO;2011;5
EVO;2012;17
