 

stn;time;fklnd3m0
MMTIT;201406;0
MMTIT;201407;0
MMTIT;201408;0
MMTIT;201409;0
MMTIT;201410;0
MMTIT;201411;0
MMTIT;201412;0
MMTIT;201501;0
MMTIT;201502;0
MMTIT;201503;0
MMTIT;201504;0
MMTIT;201505;0
MMTIT;201506;0
MMTIT;201507;0
MMTIT;201508;0
MMTIT;201509;0
MMTIT;201510;0
MMTIT;201511;0
MMTIT;201512;0
MMTIT;201601;0
MMTIT;201602;0
MMTIT;201603;0
MMTIT;201604;0
MMTIT;201605;0
MMTIT;201606;0
MMTIT;201607;0
MMTIT;201608;0
MMTIT;201609;0
MMTIT;201610;0
MMTIT;201611;0
MMTIT;201612;0
MMTIT;201701;0
MMTIT;201702;0
MMTIT;201703;0
MMTIT;201704;0
MMTIT;201705;0
MMTIT;201706;0
MMTIT;201707;0
MMTIT;201708;0
MMTIT;201709;0
MMTIT;201710;0
MMTIT;201711;0
MMTIT;201712;1
MMTIT;201801;1
MMTIT;201802;0
MMTIT;201803;0
MMTIT;201804;0
MMTIT;201805;0
MMTIT;201806;0
MMTIT;201807;0
MMTIT;201808;0
MMTIT;201809;0
MMTIT;201810;0
MMTIT;201811;0
MMTIT;201812;0
MMTIT;201901;0
MMTIT;201902;0
MMTIT;201903;0
MMTIT;201904;0
MMTIT;201905;0
MMTIT;201906;0
MMTIT;201907;0
MMTIT;201908;0
MMTIT;201909;0
