 

stn;time;rsd700y0
MOS;1974;2
MOS;1975;0
MOS;1976;5
MOS;1977;3
MOS;1978;4
MOS;1979;3
MOS;1980;2
MOS;1981;4
MOS;1982;5
MOS;1983;1
MOS;1984;2
MOS;1985;0
MOS;1986;0
MOS;1987;0
MOS;1988;1
MOS;1989;1
MOS;1990;1
MOS;1991;1
MOS;1992;1
MOS;1993;3
MOS;1994;2
MOS;1995;2
MOS;1996;4
MOS;1997;1
MOS;1998;3
MOS;1999;1
MOS;2000;5
MOS;2001;2
MOS;2002;7
MOS;2003;2
MOS;2004;1
MOS;2005;0
MOS;2006;1
MOS;2007;3
MOS;2008;4
MOS;2009;3
MOS;2010;5
MOS;2011;2
MOS;2012;1
MOS;2013;5
MOS;2014;4
MOS;2015;1
MOS;2016;2
MOS;2017;5
MOS;2018;1
MOS;2019;1
MOS;2020;1
