 

stn;time;tre200y0
BEO;1864;0.0
BEO;1865;1.0
BEO;1866;1.0
BEO;1867;0.8
BEO;1868;1.5
BEO;1869;0.8
BEO;1870;0.3
BEO;1871;0.3
BEO;1872;1.3
BEO;1873;1.4
BEO;1874;0.7
BEO;1875;0.8
BEO;1876;1.0
BEO;1877;0.5
BEO;1878;0.3
BEO;1879;0.0
BEO;1880;1.6
BEO;1881;0.9
BEO;1882;1.1
BEO;1883;0.2
BEO;1884;1.1
BEO;1885;1.2
BEO;1886;0.7
BEO;1887;0.1
BEO;1888;0.6
BEO;1889;0.3
BEO;1890;0.4
BEO;1891;0.5
BEO;1892;0.9
BEO;1893;1.4
BEO;1894;1.3
BEO;1895;0.8
BEO;1896;0.8
BEO;1897;1.8
BEO;1898;2.2
BEO;1899;1.9
BEO;1900;1.6
BEO;1901;0.5
BEO;1902;1.1
BEO;1903;0.7
BEO;1904;1.1
BEO;1905;0.0
BEO;1906;0.3
BEO;1907;0.3
BEO;1908;0.5
BEO;1909;-0.4
BEO;1910;-0.3
BEO;1911;1.3
BEO;1912;0.1
BEO;1913;0.5
BEO;1914;0.5
BEO;1915;-0.1
BEO;1916;0.4
BEO;1917;-0.2
BEO;1918;0.9
BEO;1919;-0.5
BEO;1920;1.7
BEO;1921;1.9
BEO;1922;0.4
BEO;1923;0.9
BEO;1924;0.8
BEO;1925;0.5
BEO;1926;1.3
BEO;1927;1.3
BEO;1928;1.1
BEO;1929;0.6
BEO;1930;1.2
BEO;1931;0.3
BEO;1932;0.8
BEO;1933;0.2
BEO;1934;1.7
BEO;1935;0.2
BEO;1936;0.8
BEO;1937;0.8
BEO;1938;0.9
BEO;1939;0.5
BEO;1940;0.0
