 

stn;time;hns000mx
LUZ;200810;12
LUZ;200811;5
LUZ;200812;20
LUZ;200901;4
LUZ;200902;18
LUZ;200903;0
LUZ;200904;0
LUZ;200905;0
LUZ;200906;0
LUZ;200907;0
LUZ;200908;0
LUZ;200909;0
LUZ;200910;0
LUZ;200911;8
LUZ;200912;5
LUZ;201001;10
LUZ;201002;17
LUZ;201003;4
LUZ;201004;0
LUZ;201005;0
LUZ;201006;0
LUZ;201007;0
LUZ;201008;0
LUZ;201009;0
LUZ;201010;0
LUZ;201011;1
LUZ;201012;20
LUZ;201101;5
LUZ;201102;0
LUZ;201103;0
LUZ;201104;0
LUZ;201105;0
LUZ;201106;0
LUZ;201107;0
LUZ;201108;0
LUZ;201109;0
LUZ;201110;0
LUZ;201111;0
LUZ;201112;5
LUZ;201201;6
LUZ;201202;0
LUZ;201203;0
LUZ;201204;0
LUZ;201205;0
LUZ;201206;0
LUZ;201207;0
LUZ;201208;0
LUZ;201209;0
LUZ;201210;0
LUZ;201211;3
LUZ;201212;25
LUZ;201301;3
LUZ;201302;6
LUZ;201303;5
LUZ;201304;2
LUZ;201305;0
LUZ;201306;0
LUZ;201307;0
LUZ;201308;0
LUZ;201309;0
LUZ;201310;0
LUZ;201311;0
LUZ;201312;0
LUZ;201401;0
LUZ;201402;0
LUZ;201403;0
LUZ;201404;0
LUZ;201405;0
LUZ;201406;0
LUZ;201407;0
LUZ;201408;0
LUZ;201409;0
LUZ;201410;0
LUZ;201411;0
LUZ;201412;9
LUZ;201501;6
LUZ;201502;0
LUZ;201503;0
LUZ;201504;0
LUZ;201505;0
LUZ;201506;0
LUZ;201507;0
LUZ;201508;0
LUZ;201509;0
LUZ;201510;0
LUZ;201511;0
LUZ;201512;0
LUZ;201601;8
LUZ;201602;0
LUZ;201603;0
LUZ;201604;0
LUZ;201605;0
LUZ;201606;0
LUZ;201607;0
LUZ;201608;0
LUZ;201609;0
LUZ;201610;0
LUZ;201611;0
LUZ;201612;0
LUZ;201701;10
LUZ;201702;3
LUZ;201703;0
LUZ;201704;5
LUZ;201705;0
LUZ;201706;0
LUZ;201707;0
LUZ;201708;0
LUZ;201709;0
LUZ;201710;0
LUZ;201711;0
LUZ;201712;15
LUZ;201801;0
LUZ;201802;25
LUZ;201803;4
LUZ;201804;0
LUZ;201805;0
LUZ;201806;0
LUZ;201807;0
LUZ;201808;0
LUZ;201809;0
LUZ;201810;0
LUZ;201811;0
LUZ;201812;0
LUZ;201901;10
LUZ;201902;8
LUZ;201903;0
LUZ;201904;0
LUZ;201905;0
LUZ;201906;0
LUZ;201907;0
LUZ;201908;0
LUZ;201909;0
LUZ;201910;0
LUZ;201911;0
LUZ;201912;0
LUZ;202001;0
LUZ;202002;0
LUZ;202003;0
LUZ;202004;0
LUZ;202005;0
LUZ;202006;0
LUZ;202007;0
LUZ;202008;0
LUZ;202009;0
LUZ;202010;0
LUZ;202011;1
LUZ;202012;5
LUZ;202101;12
LUZ;202102;11
LUZ;202103;0
