 

stn;time;hns000y0
SMA;1931;181
SMA;1932;63
SMA;1933;52
SMA;1934;42
SMA;1935;112
SMA;1936;25
SMA;1937;35
SMA;1938;110
SMA;1939;99
SMA;1940;118
SMA;1941;120
SMA;1942;162
SMA;1943;61
SMA;1944;138
SMA;1945;118
SMA;1946;50
SMA;1947;143
SMA;1948;9
SMA;1949;51
SMA;1950;65
SMA;1951;48
SMA;1952;220
SMA;1953;114
SMA;1954;104
SMA;1955;89
SMA;1956;74
SMA;1957;57
SMA;1958;132
SMA;1959;60
SMA;1960;74
SMA;1961;49
SMA;1962;183
SMA;1963;102
SMA;1964;119
SMA;1965;177
SMA;1966;164
SMA;1967;75
SMA;1968;196
SMA;1969;185
SMA;1970;205
SMA;1971;59
SMA;1972;38
SMA;1973;156
SMA;1974;61
SMA;1975;78
SMA;1976;98
SMA;1977;102
SMA;1978;96
SMA;1979;167
SMA;1980;103
SMA;1981;137
SMA;1982;59
SMA;1983;64
SMA;1984;92
SMA;1985;152
SMA;1986;177
SMA;1987;92
SMA;1988;100
SMA;1989;7
SMA;1990;79
SMA;1991;44
SMA;1992;31
SMA;1993;43
SMA;1994;22
SMA;1995;112
SMA;1996;92
SMA;1997;31
SMA;1998;61
SMA;1999;190
SMA;2000;38
SMA;2001;67
SMA;2002;11
SMA;2003;75
SMA;2004;105
SMA;2005;133
SMA;2006;124
SMA;2007;59
SMA;2008;105
SMA;2009;87
SMA;2010;163
SMA;2011;29
SMA;2012;133
SMA;2013;118
SMA;2014;47
SMA;2015;62
SMA;2016;38
SMA;2017;51
SMA;2018;16
SMA;2019;35
SMA;2020;14
