 

stn;time;rre150yx
CHB;1983;88.7
CHB;1984;50.8
CHB;1985;41.4
CHB;1986;70.7
CHB;1987;54.5
CHB;1988;80.0
CHB;1989;65.5
CHB;1990;92.8
CHB;1991;72.1
CHB;1992;48.4
CHB;1993;58.9
CHB;1994;60.2
CHB;1995;54.9
CHB;1996;60.4
CHB;1997;59.5
CHB;1998;42.8
CHB;1999;60.3
CHB;2000;54.7
CHB;2001;47.1
CHB;2002;64.5
CHB;2003;53.3
CHB;2004;68.0
CHB;2005;59.1
CHB;2006;49.8
CHB;2007;66.2
CHB;2008;40.3
CHB;2009;45.3
CHB;2010;41.9
CHB;2011;42.8
CHB;2012;57.3
CHB;2013;57.4
CHB;2014;39.7
CHB;2015;65.4
CHB;2016;34.3
CHB;2017;50.3
CHB;2018;45.4
CHB;2019;45.5
CHB;2020;46.8
