 

stn;time;rre150yx
FEH;1901;50.0
FEH;1902;52.5
FEH;1903;51.0
FEH;1904;42.1
FEH;1905;41.0
FEH;1906;53.0
FEH;1907;37.0
FEH;1908;72.0
FEH;1909;41.0
FEH;1910;62.6
FEH;1911;29.4
FEH;1912;113.8
FEH;1913;33.7
FEH;1914;37.0
FEH;1915;42.0
FEH;1916;35.2
FEH;1917;35.1
FEH;1918;44.3
FEH;1919;30.5
FEH;1920;32.8
FEH;1921;39.6
FEH;1922;54.0
FEH;1923;36.6
FEH;1924;39.2
FEH;1925;74.8
FEH;1926;42.9
FEH;1927;39.9
FEH;1928;39.9
FEH;1929;31.1
FEH;1930;46.8
FEH;1931;103.2
FEH;1932;46.4
FEH;1933;48.9
FEH;1934;51.7
FEH;1935;44.7
FEH;1936;41.6
FEH;1937;36.1
FEH;1938;55.3
FEH;1939;52.2
FEH;1940;49.1
FEH;1941;45.0
FEH;1942;38.1
FEH;1943;23.2
FEH;1944;38.5
FEH;1945;62.2
FEH;1946;57.8
FEH;1947;39.6
FEH;1948;46.6
FEH;1949;24.3
FEH;1950;37.2
FEH;1951;35.0
FEH;1952;37.2
