 

stn;time;rre150yx
GEO;1864;33.7
GEO;1865;66.6
GEO;1866;51.0
GEO;1867;35.8
GEO;1868;60.4
GEO;1869;42.3
GEO;1870;62.6
GEO;1871;25.2
GEO;1872;60.6
GEO;1873;28.8
GEO;1874;40.0
GEO;1875;45.4
GEO;1876;36.3
GEO;1877;44.3
GEO;1878;52.5
GEO;1879;45.7
GEO;1880;33.8
GEO;1881;56.3
GEO;1882;42.8
GEO;1883;35.7
GEO;1884;35.5
GEO;1885;45.3
GEO;1886;56.7
GEO;1887;37.0
GEO;1888;124.1
GEO;1889;84.5
GEO;1890;44.7
GEO;1891;57.5
GEO;1892;46.1
GEO;1893;47.6
GEO;1894;38.9
GEO;1895;61.4
GEO;1896;45.5
GEO;1897;44.9
GEO;1898;44.5
GEO;1899;41.3
GEO;1900;46.1
GEO;1901;37.3
GEO;1902;44.9
GEO;1903;45.5
GEO;1904;51.9
GEO;1905;41.4
GEO;1906;28.2
GEO;1907;37.8
GEO;1908;58.8
GEO;1909;32.3
GEO;1910;46.2
GEO;1911;67.0
GEO;1912;61.0
GEO;1913;56.7
GEO;1914;63.0
GEO;1915;41.8
GEO;1916;41.5
GEO;1917;65.9
GEO;1918;57.4
GEO;1919;45.8
GEO;1920;49.3
GEO;1921;38.8
GEO;1922;36.2
GEO;1923;49.0
GEO;1924;63.0
GEO;1925;42.0
GEO;1926;42.5
GEO;1927;67.3
GEO;1928;71.2
GEO;1929;42.3
GEO;1930;48.8
GEO;1931;52.4
GEO;1932;44.5
GEO;1933;45.0
GEO;1934;34.8
GEO;1935;47.5
GEO;1936;30.9
GEO;1937;60.6
GEO;1938;57.6
GEO;1939;42.1
GEO;1940;71.5
GEO;1941;30.6
GEO;1942;58.8
GEO;1943;79.8
GEO;1944;38.3
GEO;1945;63.0
GEO;1946;71.0
GEO;1947;50.1
GEO;1948;45.0
GEO;1949;47.0
GEO;1950;74.0
GEO;1951;40.1
GEO;1952;38.0
GEO;1953;49.0
GEO;1954;61.7
GEO;1955;54.1
GEO;1956;51.9
GEO;1957;29.2
GEO;1958;47.5
GEO;1959;47.1
GEO;1960;58.3
GEO;1961;27.0
GEO;1962;29.6
GEO;1963;53.3
GEO;1964;47.0
GEO;1965;38.8
