 

stn;time;rre150m0
IYBAR;200301;12.0
IYBAR;200302;1.8
IYBAR;200303;6.2
IYBAR;200304;15.6
IYBAR;200305;77.6
IYBAR;200306;80.2
IYBAR;200307;118.8
IYBAR;200308;55.6
IYBAR;200309;30.2
IYBAR;200310;84.0
IYBAR;200311;84.6
IYBAR;200312;30.4
IYBAR;200401;3.4
IYBAR;200402;27.8
IYBAR;200403;15.6
IYBAR;200404;13.0
IYBAR;200405;39.0
IYBAR;200406;67.0
IYBAR;200407;146.8
IYBAR;200408;76.4
IYBAR;200409;56.0
IYBAR;200410;92.8
IYBAR;200411;31.6
IYBAR;200412;32.2
IYBAR;200501;3.6
IYBAR;200502;3.8
IYBAR;200503;11.4
IYBAR;200504;66.8
IYBAR;200505;49.8
IYBAR;200506;58.8
IYBAR;200507;104.4
IYBAR;200508;132.6
IYBAR;200509;43.0
IYBAR;200510;75.2
IYBAR;200511;27.4
IYBAR;200512;14.4
IYBAR;200601;0.2
IYBAR;200602;14.6
IYBAR;200603;35.0
IYBAR;200604;53.6
IYBAR;200605;52.8
IYBAR;200606;57.4
IYBAR;200607;133.2
IYBAR;200608;156.0
IYBAR;200609;32.4
IYBAR;200610;30.8
IYBAR;200611;9.2
IYBAR;200612;26.8
IYBAR;200701;40.2
IYBAR;200702;27.8
IYBAR;200703;40.2
IYBAR;200704;7.0
IYBAR;200705;58.0
IYBAR;200706;100.4
IYBAR;200707;111.4
IYBAR;200708;136.4
IYBAR;200709;39.6
IYBAR;200710;7.8
IYBAR;200711;38.4
IYBAR;200712;1.0
IYBAR;200801;37.8
IYBAR;200802;10.8
IYBAR;200803;14.3
IYBAR;200804;140.4
IYBAR;200805;83.8
IYBAR;200806;132.0
IYBAR;200807;150.8
IYBAR;200808;108.2
IYBAR;200809;40.4
IYBAR;200810;69.8
IYBAR;200811;76.3
IYBAR;200812;64.7
IYBAR;200901;34.9
IYBAR;200902;30.0
IYBAR;200903;46.6
IYBAR;200904;35.4
IYBAR;200905;21.6
IYBAR;200906;86.4
IYBAR;200907;88.0
IYBAR;200908;91.4
IYBAR;200909;99.0
IYBAR;200910;14.4
IYBAR;200911;25.4
IYBAR;200912;119.2
IYBAR;201001;4.8
IYBAR;201002;22.4
IYBAR;201003;31.2
IYBAR;201004;12.6
IYBAR;201005;71.8
IYBAR;201006;49.2
IYBAR;201007;33.6
IYBAR;201008;138.6
IYBAR;201009;72.6
IYBAR;201010;65.6
IYBAR;201011;69.8
IYBAR;201012;44.0
IYBAR;201101;7.8
IYBAR;201102;10.0
IYBAR;201103;21.0
IYBAR;201104;13.3
IYBAR;201105;74.4
IYBAR;201106;178.1
IYBAR;201107;78.3
IYBAR;201108;51.0
IYBAR;201109;107.8
IYBAR;201110;63.4
IYBAR;201111;3.6
IYBAR;201112;16.4
IYBAR;201201;24.2
IYBAR;201202;1.0
IYBAR;201203;17.2
IYBAR;201204;68.2
IYBAR;201205;34.4
IYBAR;201206;71.0
IYBAR;201207;92.6
IYBAR;201208;78.8
IYBAR;201209;78.0
IYBAR;201210;90.6
IYBAR;201211;143.0
IYBAR;201212;14.2
IYBAR;201301;20.2
IYBAR;201302;11.6
IYBAR;201303;69.4
IYBAR;201304;29.8
IYBAR;201305;101.2
IYBAR;201306;66.8
IYBAR;201307;55.2
IYBAR;201308;67.8
IYBAR;201309;64.2
IYBAR;201310;137.0
IYBAR;201311;71.4
IYBAR;201312;43.6
IYBAR;201401;110.0
IYBAR;201402;124.6
IYBAR;201403;28.0
IYBAR;201404;30.6
IYBAR;201405;48.2
IYBAR;201406;81.2
IYBAR;201407;110.2
IYBAR;201408;103.6
IYBAR;201409;52.4
IYBAR;201410;77.4
IYBAR;201411;146.1
IYBAR;201412;41.9
IYBAR;201501;25.9
IYBAR;201502;6.8
IYBAR;201503;20.3
IYBAR;201504;9.8
IYBAR;201505;92.6
IYBAR;201506;79.3
IYBAR;201507;162.0
IYBAR;201508;134.5
IYBAR;201509;85.8
IYBAR;201510;79.4
IYBAR;201511;1.6
IYBAR;201512;0.1
IYBAR;201601;36.4
IYBAR;201602;31.5
IYBAR;201603;36.4
IYBAR;201604;67.2
IYBAR;201605;92.9
IYBAR;201606;151.4
IYBAR;201607;86.0
IYBAR;201608;122.0
IYBAR;201609;62.0
IYBAR;201610;70.6
IYBAR;201611;44.0
IYBAR;201612;0.0
IYBAR;201701;1.0
IYBAR;201702;25.4
IYBAR;201703;21.6
IYBAR;201704;61.3
IYBAR;201705;61.8
IYBAR;201706;169.4
IYBAR;201707;130.6
IYBAR;201708;120.8
IYBAR;201709;83.6
IYBAR;201710;12.7
IYBAR;201711;49.4
IYBAR;201712;57.4
IYBAR;201801;54.3
IYBAR;201802;7.8
IYBAR;201803;60.4
IYBAR;201804;59.9
IYBAR;201805;115.5
IYBAR;201806;65.2
IYBAR;201807;85.6
IYBAR;201808;269.3
IYBAR;201809;96.7
IYBAR;201810;168.1
IYBAR;201811;22.6
IYBAR;201812;9.0
IYBAR;201901;7.2
IYBAR;201902;42.8
IYBAR;201903;18.0
