 

stn;time;rti150yx
MAC;1961;19610626
MAC;1962;19620101
MAC;1963;19630803
MAC;1964;19640613
MAC;1965;19650707
MAC;1966;19660505
MAC;1967;19671115
MAC;1968;19680817
MAC;1969;19690427
MAC;1970;19700202
MAC;1971;19710614
MAC;1972;19721208
MAC;1973;19731014
MAC;1974;19740530
MAC;1975;19750914
MAC;1976;19760718
MAC;1977;19770730
MAC;1978;19780807
MAC;1979;19790815
MAC;1980;19801007
MAC;1981;19810525
MAC;1982;19821208
MAC;1983;19831126
MAC;1984;19840206
MAC;1985;19850122
MAC;1986;19860123
MAC;1987;19870926
MAC;1988;19880526
MAC;1989;19891028
MAC;1990;19900214
MAC;1991;19910616
MAC;1992;19921115
MAC;1993;19930909
MAC;1994;19940912
MAC;1995;19950912
MAC;1996;19960705
MAC;1997;19970621
MAC;1998;19981103
MAC;1999;19990809
MAC;2000;20001011
MAC;2001;20010302
MAC;2002;20021114
MAC;2003;20031007
MAC;2004;20040810
MAC;2005;20050416
MAC;2006;20060409
MAC;2007;20070808
MAC;2008;20080812
MAC;2009;20090119
MAC;2010;20101206
MAC;2011;20110717
MAC;2012;20121110
MAC;2013;20130728
MAC;2014;20140704
MAC;2015;20150501
MAC;2016;20161105
MAC;2017;20171210
MAC;2018;20180522
MAC;2019;20190727
MAC;2020;20200305
