 

stn;time;rhs150m0
BEX;190010;33.8
BEX;190011;69.5
BEX;190012;82.8
BEX;190101;49.7
BEX;190102;34.5
BEX;190103;98.8
BEX;190104;131.5
BEX;190105;22.7
BEX;190106;115.2
BEX;190107;98.5
BEX;190108;101.4
BEX;190109;101.5
BEX;190110;49.7
BEX;190111;30.1
BEX;190112;71.1
BEX;190201;45.5
BEX;190202;78.9
BEX;190203;132.4
BEX;190204;61.1
BEX;190205;106.6
BEX;190206;50.3
BEX;190207;105.8
BEX;190208;125.0
BEX;190209;58.2
BEX;190210;80.4
BEX;190211;30.6
BEX;190212;68.3
BEX;190301;45.4
BEX;190302;41.3
BEX;190303;71.7
BEX;190304;63.1
BEX;190305;65.4
BEX;190306;71.7
BEX;190307;119.8
BEX;190308;126.6
BEX;190309;30.4
BEX;190310;163.5
BEX;190311;61.5
BEX;190312;48.0
BEX;190401;63.0
BEX;190402;137.3
BEX;190403;38.1
BEX;190404;70.0
BEX;190405;103.9
BEX;190406;121.0
BEX;190407;87.1
BEX;190408;126.8
BEX;190409;62.8
BEX;190410;50.2
BEX;190411;23.9
BEX;190412;61.2
BEX;190501;35.3
BEX;190502;19.1
BEX;190503;92.6
BEX;190504;72.5
BEX;190505;57.5
BEX;190506;94.2
BEX;190507;89.2
BEX;190508;320.2
BEX;190509;106.4
BEX;190510;76.9
BEX;190511;111.2
BEX;190512;32.6
BEX;190601;52.1
BEX;190602;54.3
BEX;190603;74.0
BEX;190604;54.5
BEX;190605;68.5
BEX;190606;42.8
BEX;190607;106.5
BEX;190608;33.4
BEX;190609;32.9
BEX;190610;62.6
BEX;190611;41.7
BEX;190612;136.3
BEX;190701;68.9
BEX;190702;32.4
BEX;190703;61.1
BEX;190704;88.2
BEX;190705;64.1
BEX;190706;133.1
BEX;190707;70.7
BEX;190708;94.0
BEX;190709;36.8
BEX;190710;122.8
BEX;190711;11.7
BEX;190712;100.0
BEX;190801;28.7
BEX;190802;92.4
BEX;190803;51.2
BEX;190804;73.2
BEX;190805;81.9
BEX;190806;65.0
BEX;190807;113.2
BEX;190808;93.2
BEX;190809;131.7
BEX;190810;24.6
BEX;190811;41.1
BEX;190812;44.0
BEX;190901;34.9
BEX;190902;11.5
BEX;190903;73.7
BEX;190904;47.0
BEX;190905;47.0
BEX;190906;113.0
BEX;190907;88.2
BEX;190908;125.1
BEX;190909;100.1
BEX;190910;106.1
BEX;190911;45.0
BEX;190912;167.5
BEX;191001;183.0
BEX;191002;82.7
BEX;191003;28.9
BEX;191004;98.8
BEX;191005;62.9
BEX;191006;150.9
BEX;191007;238.8
BEX;191008;107.8
BEX;191009;109.1
BEX;191010;50.1
BEX;191011;191.3
BEX;191012;90.1
BEX;191101;13.7
BEX;191102;61.0
BEX;191103;126.1
BEX;191104;51.4
BEX;191105;39.6
BEX;191106;105.0
BEX;191107;54.6
BEX;191108;68.3
BEX;191109;117.3
