 

stn;time;rs1000y0
TAN;1900;0
TAN;1901;0
TAN;1902;0
TAN;1903;0
TAN;1904;0
TAN;1905;0
TAN;1906;0
TAN;1907;0
TAN;1908;0
TAN;1909;0
TAN;1910;0
TAN;1911;0
TAN;1912;0
TAN;1913;0
TAN;1914;0
TAN;1915;0
TAN;1916;0
TAN;1917;0
TAN;1918;0
TAN;1919;0
TAN;1920;0
TAN;1921;0
TAN;1922;0
TAN;1923;0
TAN;1924;0
TAN;1925;0
TAN;1926;0
TAN;1927;0
TAN;1928;0
TAN;1929;0
TAN;1930;0
TAN;1931;0
TAN;1932;0
TAN;1933;0
TAN;1934;0
TAN;1935;0
TAN;1936;0
TAN;1937;0
TAN;1938;0
TAN;1939;0
TAN;1940;0
TAN;1941;0
TAN;1942;0
TAN;1943;0
TAN;1944;0
TAN;1945;0
TAN;1946;0
TAN;1947;0
TAN;1948;0
TAN;1949;0
TAN;1950;0
TAN;1951;0
TAN;1952;0
TAN;1953;0
TAN;1954;0
TAN;1955;0
TAN;1956;0
TAN;1957;0
TAN;1958;0
TAN;1959;0
TAN;1960;0
TAN;1961;0
TAN;1962;0
TAN;1963;0
TAN;1964;0
TAN;1965;0
TAN;1966;0
TAN;1967;0
TAN;1968;1
TAN;1969;0
TAN;1970;0
TAN;1971;0
TAN;1972;0
TAN;1973;0
TAN;1974;0
TAN;1975;0
TAN;1976;0
TAN;1977;0
TAN;1978;1
