 

stn;time;rsd700y0
EIN;1900;0
EIN;1901;1
EIN;1902;0
EIN;1903;0
EIN;1904;0
EIN;1905;0
EIN;1906;1
EIN;1907;0
EIN;1908;0
EIN;1909;0
EIN;1910;1
EIN;1911;0
EIN;1912;1
EIN;1913;0
EIN;1914;0
EIN;1915;0
EIN;1916;0
EIN;1917;0
EIN;1918;0
EIN;1919;0
EIN;1920;1
EIN;1921;1
EIN;1922;0
EIN;1923;1
EIN;1924;0
EIN;1925;2
EIN;1926;0
EIN;1927;0
EIN;1928;0
EIN;1929;0
EIN;1930;0
EIN;1931;0
EIN;1932;0
EIN;1933;1
EIN;1934;2
EIN;1935;0
EIN;1936;0
EIN;1937;1
EIN;1938;1
EIN;1939;1
EIN;1940;1
EIN;1941;0
EIN;1942;0
EIN;1943;0
EIN;1944;0
EIN;1945;0
EIN;1946;1
EIN;1947;0
EIN;1948;0
EIN;1949;0
EIN;1950;0
EIN;1951;0
EIN;1952;0
EIN;1953;0
EIN;1954;4
EIN;1955;0
EIN;1956;0
EIN;1957;0
EIN;1958;0
EIN;1959;0
EIN;1960;0
EIN;1961;0
EIN;1962;0
EIN;1963;0
EIN;1964;0
EIN;1965;0
EIN;1966;0
EIN;1967;0
EIN;1968;1
EIN;1969;0
EIN;1970;0
EIN;1971;0
EIN;1972;0
EIN;1973;0
EIN;1974;0
EIN;1975;1
EIN;1976;2
EIN;1977;1
EIN;1978;1
EIN;1979;0
EIN;1980;0
EIN;1981;2
EIN;1982;0
EIN;1983;0
EIN;1984;0
EIN;1985;0
EIN;1986;0
EIN;1987;1
EIN;1988;0
EIN;1989;0
EIN;1990;0
EIN;1991;1
EIN;1992;0
EIN;1993;0
EIN;1994;0
EIN;1995;0
EIN;1996;0
EIN;1997;0
EIN;1998;0
EIN;1999;1
EIN;2000;1
EIN;2001;2
EIN;2002;2
EIN;2003;0
EIN;2004;0
EIN;2005;2
EIN;2006;0
EIN;2007;0
EIN;2008;1
EIN;2009;0
EIN;2010;0
EIN;2011;1
EIN;2012;1
EIN;2013;1
EIN;2014;0
EIN;2015;0
EIN;2016;0
EIN;2017;0
EIN;2018;0
EIN;2019;0
EIN;2020;0
