 

stn;time;rti150yx
ZHZEL;1981;19810901
ZHZEL;1982;19821006
ZHZEL;1983;19831127
ZHZEL;1984;19840810
ZHZEL;1985;19851110
ZHZEL;1986;19860409
ZHZEL;1987;19870926
ZHZEL;1988;19880605
ZHZEL;1989;19891029
ZHZEL;1990;19901029
ZHZEL;1991;19910616
ZHZEL;1992;19920610
ZHZEL;1993;19930705
ZHZEL;1994;19940519
ZHZEL;1995;19950513
ZHZEL;1996;19960708
ZHZEL;1997;19970913
ZHZEL;1998;19980905
ZHZEL;1999;19990512
ZHZEL;2000;20000920
ZHZEL;2001;20010715
ZHZEL;2002;20020923
ZHZEL;2003;20030203
ZHZEL;2004;20040521
ZHZEL;2005;20050821
ZHZEL;2006;20060917
ZHZEL;2007;20070808
ZHZEL;2008;20080913
ZHZEL;2009;20090717
ZHZEL;2010;20100925
ZHZEL;2011;20110707
ZHZEL;2012;20120831
ZHZEL;2013;20130531
ZHZEL;2014;20140721
ZHZEL;2015;20151120
ZHZEL;2016;20160512
ZHZEL;2017;20170425
ZHZEL;2018;20181202
ZHZEL;2019;20190520
ZHZEL;2020;20200803
