 

stn;time;rre150yx
SOG;1885;118.5
SOG;1886;68.5
SOG;1887;70.0
SOG;1888;102.5
SOG;1889;84.0
SOG;1890;73.0
SOG;1891;87.0
SOG;1892;95.0
SOG;1893;75.0
SOG;1894;73.0
SOG;1895;65.0
SOG;1896;87.0
SOG;1897;36.0
SOG;1898;71.0
SOG;1899;49.0
SOG;1900;74.0
SOG;1901;101.0
SOG;1902;75.0
SOG;1903;60.0
SOG;1904;57.5
SOG;1905;62.0
SOG;1906;82.3
SOG;1907;66.0
SOG;1908;74.0
SOG;1909;58.6
SOG;1910;50.5
SOG;1911;95.4
SOG;1912;58.4
SOG;1913;81.8
SOG;1914;87.6
SOG;1915;67.8
SOG;1916;55.2
SOG;1917;73.4
SOG;1918;65.6
SOG;1919;46.2
SOG;1920;64.2
SOG;1921;33.2
SOG;1922;87.6
SOG;1923;70.0
SOG;1924;51.4
SOG;1925;71.1
SOG;1926;116.8
SOG;1927;108.0
SOG;1928;106.5
SOG;1929;64.0
SOG;1930;62.5
SOG;1931;85.8
SOG;1932;58.7
SOG;1933;105.5
SOG;1934;61.7
SOG;1935;102.4
SOG;1936;51.8
SOG;1937;76.7
SOG;1938;54.2
SOG;1939;62.1
SOG;1940;65.5
SOG;1941;47.1
SOG;1942;103.5
SOG;1943;47.3
SOG;1944;72.5
SOG;1945;91.5
SOG;1946;55.9
SOG;1947;61.2
SOG;1948;79.7
SOG;1949;50.9
SOG;1950;63.2
SOG;1951;85.0
SOG;1952;68.2
SOG;1953;117.7
SOG;1954;112.2
SOG;1955;78.1
SOG;1956;102.0
SOG;1957;57.0
SOG;1958;79.5
SOG;1959;43.2
SOG;1960;118.8
SOG;1961;64.0
SOG;1962;59.3
SOG;1963;79.2
SOG;1964;68.5
SOG;1965;96.3
SOG;1966;93.0
SOG;1967;69.2
SOG;1968;92.0
SOG;1969;98.5
SOG;1970;72.8
SOG;1971;126.5
SOG;1972;46.2
SOG;1973;78.8
SOG;1974;56.0
SOG;1975;62.4
SOG;1976;75.5
SOG;1977;97.2
SOG;1978;97.5
SOG;1979;91.2
SOG;1980;132.0
SOG;1981;118.4
SOG;1982;81.6
SOG;1983;87.2
SOG;1984;91.0
SOG;1985;92.4
SOG;1986;61.8
SOG;1987;118.5
SOG;1988;115.5
SOG;1989;59.3
SOG;1990;62.5
SOG;1991;137.4
SOG;1992;80.9
SOG;1993;95.4
SOG;1994;73.7
SOG;1995;44.7
SOG;1996;116.3
SOG;1997;121.2
SOG;1998;75.2
SOG;1999;100.9
SOG;2000;90.5
SOG;2001;111.4
SOG;2002;111.2
SOG;2003;86.1
SOG;2004;51.9
SOG;2005;43.1
SOG;2006;62.1
SOG;2007;49.7
SOG;2008;93.2
SOG;2009;69.3
SOG;2010;61.8
SOG;2011;74.4
SOG;2012;77.0
SOG;2013;100.1
SOG;2014;93.9
SOG;2015;66.7
SOG;2016;79.9
SOG;2017;103.9
SOG;2018;100.0
SOG;2019;92.3
SOG;2020;115.3
