 

stn;time;rti150yx
AND;1942;19421031
AND;1943;19430925
AND;1944;19440902
AND;1945;19451029
AND;1946;19460612
AND;1947;19470329
AND;1948;19480619
AND;1949;19491027
AND;1950;19501122
AND;1951;19510808
AND;1952;19520906
AND;1953;19530624
AND;1954;19540821
AND;1955;19551021
AND;1956;19560827
AND;1957;19570813
AND;1958;19581012
AND;1959;19591028
AND;1960;19600916
AND;1961;19610528
AND;1962;19620807
AND;1963;19630817
AND;1964;19641129
AND;1965;19650910
AND;1966;19660506
AND;1967;19670907
AND;1968;19680904
AND;1969;19691114
AND;1970;19700426
AND;1971;19711109
AND;1972;19720611
AND;1973;19730717
AND;1974;19741118
AND;1975;19750409
AND;1976;19760928
AND;1977;19771007
AND;1978;19780704
AND;1979;19790921
AND;1980;19800621
AND;1981;19810526
AND;1982;19820926
AND;1983;19830910
AND;1984;19840905
AND;1985;19850825
AND;1986;19860706
AND;1987;19870608
AND;1988;19881012
AND;1989;19890603
AND;1990;19900214
AND;1991;19910617
AND;1992;19920831
AND;1993;19931002
AND;1994;19940810
AND;1995;19950907
AND;1996;19960518
AND;1997;19970828
AND;1998;19980911
AND;1999;19990920
AND;2000;20000710
AND;2001;20010610
AND;2002;20021115
AND;2003;20031031
AND;2004;20040708
AND;2005;20051216
AND;2006;20061003
AND;2007;20070816
AND;2008;20080713
AND;2009;20091130
AND;2010;20100502
AND;2011;20110807
AND;2012;20120603
AND;2013;20131225
AND;2014;20141105
AND;2015;20150514
AND;2016;20160616
AND;2017;20170831
AND;2018;20181027
AND;2019;20190812
AND;2020;20200829
