 

stn;time;tre200y0
WAE;1981;8.8
WAE;1982;9.5
WAE;1983;9.5
WAE;1984;8.5
WAE;1985;8.4
WAE;1986;8.7
WAE;1987;8.7
WAE;1988;9.7
WAE;1989;9.6
WAE;1990;9.8
WAE;1991;9.0
WAE;1992;9.6
WAE;1993;9.3
WAE;1994;10.6
WAE;1995;9.4
WAE;1996;8.5
WAE;1997;9.6
WAE;1998;9.6
WAE;1999;9.4
WAE;2000;10.4
WAE;2001;9.8
WAE;2002;10.4
WAE;2003;10.3
WAE;2004;9.7
WAE;2005;9.4
WAE;2006;9.9
WAE;2007;10.4
WAE;2008;9.9
WAE;2009;10.1
WAE;2010;9.1
WAE;2011;10.7
WAE;2012;10.0
WAE;2013;9.4
WAE;2014;10.9
WAE;2015;10.8
WAE;2016;10.3
WAE;2017;10.5
WAE;2018;11.4
WAE;2019;10.8
WAE;2020;11.1
