 

stn;time;rre150yx
GOH;1901;126.0
GOH;1902;85.6
GOH;1903;107.6
GOH;1904;53.0
GOH;1905;78.2
GOH;1906;95.1
GOH;1907;86.5
GOH;1908;62.1
GOH;1909;99.0
GOH;1910;79.5
GOH;1911;90.4
GOH;1912;62.1
GOH;1913;94.4
GOH;1914;88.5
GOH;1915;91.6
GOH;1916;175.8
GOH;1917;108.4
GOH;1918;165.8
GOH;1919;97.3
GOH;1920;78.0
GOH;1921;156.5
GOH;1922;85.8
GOH;1923;121.0
GOH;1924;146.3
GOH;1925;116.3
GOH;1926;106.6
GOH;1927;126.0
GOH;1928;106.5
GOH;1929;80.2
GOH;1930;77.5
GOH;1931;100.3
GOH;1932;82.1
GOH;1933;108.4
GOH;1934;87.0
GOH;1935;102.0
GOH;1936;70.0
GOH;1937;92.0
GOH;1938;150.9
GOH;1939;145.5
GOH;1940;99.9
GOH;1941;106.2
GOH;1942;130.2
GOH;1943;107.0
GOH;1944;73.9
GOH;1945;91.4
GOH;1946;100.1
GOH;1947;88.7
GOH;1948;112.5
GOH;1949;84.4
GOH;1950;68.0
GOH;1951;96.8
GOH;1952;136.4
GOH;1953;62.8
GOH;1954;191.2
GOH;1955;94.2
GOH;1956;104.8
GOH;1957;89.7
GOH;1958;107.0
GOH;1959;94.6
GOH;1960;121.7
GOH;1961;78.6
GOH;1962;57.8
GOH;1963;80.8
GOH;1964;59.8
GOH;1965;106.0
GOH;1966;90.4
GOH;1967;74.5
GOH;1968;93.4
GOH;1969;82.4
GOH;1970;100.0
