 

stn;time;rsd300y0
GRO;1901;21
GRO;1902;8
GRO;1903;14
GRO;1904;6
GRO;1905;13
GRO;1906;7
GRO;1907;9
GRO;1908;13
GRO;1909;9
GRO;1910;9
GRO;1911;12
GRO;1912;12
GRO;1913;10
GRO;1914;17
GRO;1915;10
GRO;1916;23
GRO;1917;14
GRO;1918;11
GRO;1919;9
GRO;1920;22
GRO;1921;6
GRO;1922;15
GRO;1923;9
GRO;1924;14
GRO;1925;13
GRO;1926;21
GRO;1927;14
GRO;1928;15
GRO;1929;12
GRO;1930;11
GRO;1931;15
GRO;1932;14
GRO;1933;12
GRO;1934;17
GRO;1935;14
GRO;1936;14
GRO;1937;21
GRO;1938;12
GRO;1939;24
GRO;1940;7
GRO;1941;14
GRO;1942;14
GRO;1943;10
GRO;1944;11
GRO;1945;12
GRO;1946;13
GRO;1947;16
GRO;1948;15
GRO;1949;14
GRO;1950;15
GRO;1951;23
GRO;1952;17
GRO;1953;9
GRO;1954;15
GRO;1955;8
GRO;1956;15
GRO;1957;18
GRO;1958;12
GRO;1959;6
GRO;1960;24
GRO;1961;6
GRO;1962;6
GRO;1963;23
GRO;1964;8
GRO;1965;9
GRO;1966;12
GRO;1967;11
GRO;1968;15
GRO;1969;7
GRO;1970;6
GRO;1971;9
GRO;1972;7
GRO;1973;11
GRO;1974;14
GRO;1975;19
GRO;1976;16
GRO;1977;23
GRO;1978;14
GRO;1979;21
GRO;1980;12
GRO;1981;22
GRO;1982;21
GRO;1983;15
GRO;1984;15
GRO;1985;13
GRO;1986;17
GRO;1987;20
GRO;1988;12
GRO;1989;11
GRO;1990;8
GRO;1991;12
GRO;1992;13
GRO;1993;10
GRO;1994;16
GRO;1995;9
GRO;1996;15
GRO;1997;10
GRO;1998;9
GRO;1999;19
GRO;2000;20
GRO;2001;11
GRO;2002;20
GRO;2003;6
GRO;2004;10
GRO;2005;5
GRO;2006;10
GRO;2007;8
GRO;2008;21
GRO;2009;14
GRO;2010;9
GRO;2011;12
GRO;2012;12
GRO;2013;12
GRO;2014;17
GRO;2015;7
GRO;2016;7
GRO;2017;10
GRO;2018;5
GRO;2019;17
GRO;2020;13
