 

stn;time;rre150y0
CHD;1897;1207.6
CHD;1898;1001.8
CHD;1899;1162.0
CHD;1900;1087.6
CHD;1901;1264.5
CHD;1902;1325.4
CHD;1903;1251.1
CHD;1904;1230.0
CHD;1905;1292.9
CHD;1906;1004.7
CHD;1907;1096.1
CHD;1908;1072.6
CHD;1909;1179.2
CHD;1910;1856.9
CHD;1911;971.1
CHD;1912;1385.6
CHD;1913;1072.1
CHD;1914;1491.1
CHD;1915;1436.1
CHD;1916;1467.8
CHD;1917;1362.8
CHD;1918;1334.9
CHD;1919;1533.2
CHD;1920;894.2
CHD;1921;975.3
CHD;1922;1644.9
CHD;1923;1398.4
CHD;1924;1208.8
CHD;1925;1129.7
CHD;1926;1322.9
CHD;1927;1514.7
CHD;1928;1373.4
CHD;1929;1090.4
CHD;1930;1687.7
CHD;1931;1312.4
CHD;1932;1166.3
CHD;1933;1128.9
CHD;1934;1041.6
CHD;1935;1501.8
CHD;1936;1448.2
CHD;1937;1116.7
CHD;1938;1152.5
CHD;1939;1524.8
CHD;1940;1641.6
CHD;1941;1221.5
CHD;1942;1078.5
CHD;1943;1159.2
CHD;1944;1582.8
CHD;1945;1241.4
CHD;1946;1311.8
CHD;1947;1140.5
CHD;1948;1385.1
CHD;1949;996.3
CHD;1950;1426.2
CHD;1951;1350.2
CHD;1952;1665.2
CHD;1953;1026.2
CHD;1954;1443.4
CHD;1955;1560.4
CHD;1956;1286.4
CHD;1957;1130.0
CHD;1958;1492.1
CHD;1959;1231.2
CHD;1960;1601.5
CHD;1961;1325.7
CHD;1962;1166.4
CHD;1963;1400.1
CHD;1964;1145.9
CHD;1965;1754.7
CHD;1966;1330.3
CHD;1967;1266.0
CHD;1968;1529.3
CHD;1969;1235.0
CHD;1970;1389.9
CHD;1971;1078.9
CHD;1972;1077.4
CHD;1973;1233.5
CHD;1974;1495.8
CHD;1975;1201.9
CHD;1976;1086.8
CHD;1977;1478.1
CHD;1978;1334.6
CHD;1979;1533.3
CHD;1980;1602.5
CHD;1981;1725.6
CHD;1982;1468.5
CHD;1983;1314.2
CHD;1984;1324.5
CHD;1985;1403.1
CHD;1986;1607.3
CHD;1987;1421.6
CHD;1988;1537.9
CHD;1989;1036.1
CHD;1990;1473.0
CHD;1991;1227.1
CHD;1992;1457.3
CHD;1993;1474.1
CHD;1994;1368.5
CHD;1995;1586.1
CHD;1996;1212.6
CHD;1997;1325.1
CHD;1998;1216.1
CHD;1999;1655.0
CHD;2000;1075.4
CHD;2001;1487.8
CHD;2002;1445.1
CHD;2003;1082.8
CHD;2004;1219.1
CHD;2005;1112.8
CHD;2006;1333.1
CHD;2007;1621.6
CHD;2008;1132.0
CHD;2009;1182.1
CHD;2010;1070.6
CHD;2011;1242.3
CHD;2012;1382.9
CHD;2013;1352.6
CHD;2014;1314.2
CHD;2015;1118.1
CHD;2016;1416.9
CHD;2017;1153.1
CHD;2018;1242.4
CHD;2019;1390.0
CHD;2020;1153.0
