 

stn;time;rhh150yx
GRH;1990;11.7
GRH;1991;9.9
GRH;1992;16.1
GRH;1993;16.9
GRH;1994;21.7
GRH;1995;14.7
GRH;1996;11.0
GRH;1997;19.1
GRH;1998;11.1
GRH;1999;18.6
GRH;2000;11.1
GRH;2001;9.7
GRH;2002;10.9
GRH;2003;13.6
GRH;2004;18.8
GRH;2005;13.1
GRH;2006;7.7
GRH;2007;8.9
GRH;2008;12.7
GRH;2009;10.5
GRH;2010;8.4
