 

stn;time;rti150yx
SPZ;1956;19560529
SPZ;1957;19570621
SPZ;1958;19580610
SPZ;1959;19590607
SPZ;1960;19600818
SPZ;1961;19610627
SPZ;1962;19620513
SPZ;1963;19630725
SPZ;1964;19640504
SPZ;1965;19650610
SPZ;1966;19660717
SPZ;1967;19670909
SPZ;1968;19680921
SPZ;1969;19690705
SPZ;1970;19700809
SPZ;1971;19710606
SPZ;1972;19721113
SPZ;1973;19731007
SPZ;1974;19740718
SPZ;1975;19750811
SPZ;1976;19760726
SPZ;1977;19770731
SPZ;1978;19780807
SPZ;1979;19790921
SPZ;1980;19800203
SPZ;1981;19810928
SPZ;1982;19820108
SPZ;1983;19830801
SPZ;1984;19840905
SPZ;1985;19850825
SPZ;1986;19860409
SPZ;1987;19870715
SPZ;1988;19880628
SPZ;1989;19890731
SPZ;1990;19900214
SPZ;1991;19910511
SPZ;1992;19920731
SPZ;1993;19930705
SPZ;1994;19940524
SPZ;1995;19950808
SPZ;1996;19960612
SPZ;1997;19970828
SPZ;1998;19980911
SPZ;1999;19990521
SPZ;2000;20000920
SPZ;2001;20010715
SPZ;2002;20020831
SPZ;2003;20031007
SPZ;2004;20040603
SPZ;2005;20050821
SPZ;2006;20060916
SPZ;2007;20070807
SPZ;2008;20080815
SPZ;2009;20090717
SPZ;2010;20100717
SPZ;2011;20110629
SPZ;2012;20121009
SPZ;2013;20130531
SPZ;2014;20140726
SPZ;2015;20151120
SPZ;2016;20160512
SPZ;2017;20171214
SPZ;2018;20180813
SPZ;2019;20190618
SPZ;2020;20200829
