 

stn;time;rre150y0
GUG;1920;984.4
GUG;1921;906.1
GUG;1922;1708.3
GUG;1923;1340.8
GUG;1924;1047.5
GUG;1925;1191.1
GUG;1926;1146.1
GUG;1927;1492.6
GUG;1928;1152.1
GUG;1929;1004.9
GUG;1930;1555.5
GUG;1931;1345.9
GUG;1932;1020.4
GUG;1933;1058.1
GUG;1934;1096.1
GUG;1935;1307.2
GUG;1936;1465.7
GUG;1937;1256.6
GUG;1938;1109.1
GUG;1939;1308.9
GUG;1940;1366.1
GUG;1941;991.2
GUG;1942;1061.2
GUG;1943;965.8
GUG;1944;1165.9
GUG;1945;949.6
GUG;1946;1196.6
GUG;1947;917.0
GUG;1948;1264.8
GUG;1949;821.0
GUG;1950;1364.2
GUG;1951;1211.4
GUG;1952;1390.4
GUG;1953;970.1
GUG;1954;1407.9
GUG;1955;1385.0
GUG;1956;1415.6
GUG;1957;990.6
GUG;1958;1359.6
GUG;1959;977.8
GUG;1960;1432.4
GUG;1961;1226.0
GUG;1962;938.9
GUG;1963;1352.1
GUG;1964;1257.0
GUG;1965;1828.4
GUG;1966;1314.3
GUG;1967;1115.0
GUG;1968;1483.8
GUG;1969;1020.0
GUG;1970;1323.4
GUG;1971;955.4
GUG;1972;1050.4
GUG;1973;1029.8
GUG;1974;1217.7
GUG;1975;1105.0
GUG;1976;905.9
GUG;1977;1566.3
GUG;1978;1385.0
GUG;1979;1385.2
GUG;1980;1382.8
GUG;1981;1358.0
GUG;1982;1418.8
GUG;1983;1177.4
GUG;1984;1288.2
GUG;1985;1353.9
GUG;1986;1310.6
GUG;1987;1442.4
GUG;1988;1539.9
GUG;1989;1067.4
GUG;1990;1629.7
GUG;1991;1315.6
GUG;1992;1302.9
GUG;1993;1326.4
GUG;1994;1539.9
GUG;1995;1585.0
GUG;1996;1409.9
GUG;1997;1212.7
GUG;1998;1084.0
GUG;1999;1557.0
GUG;2000;1196.8
GUG;2001;1614.5
GUG;2002;1432.3
GUG;2003;1008.4
GUG;2004;1138.6
GUG;2005;1069.4
GUG;2006;1347.6
GUG;2007;1399.5
GUG;2008;1189.0
GUG;2009;1067.7
GUG;2010;1123.0
GUG;2011;1038.0
GUG;2012;1405.9
GUG;2013;1387.2
GUG;2014;1383.6
GUG;2015;1044.6
GUG;2016;1592.7
GUG;2017;1120.6
GUG;2018;1020.0
GUG;2019;1215.5
GUG;2020;1309.2
