 

stn;time;tre200y0
VAE;1959;7.0
VAE;1960;6.5
VAE;1961;7.0
VAE;1962;5.2
VAE;1963;5.4
VAE;1964;6.3
VAE;1965;5.5
VAE;1966;6.3
VAE;1967;6.0
VAE;1968;5.9
VAE;1969;5.8
VAE;1970;5.7
VAE;1971;6.2
VAE;1972;6.6
VAE;1973;5.9
VAE;1974;6.4
VAE;1975;6.3
VAE;1976;6.5
VAE;1977;6.8
VAE;1978;5.8
VAE;1979;6.3
VAE;1980;5.6
VAE;1981;6.1
VAE;1982;7.2
VAE;1983;6.9
VAE;1984;6.2
VAE;1985;6.0
VAE;1986;6.6
VAE;1987;6.3
VAE;1988;7.2
VAE;1989;7.7
VAE;1990;7.3
VAE;1991;6.5
VAE;1992;7.5
VAE;1993;7.1
VAE;1994;8.4
VAE;1995;7.2
