 

stn;time;fklnd3m0
DLULM;199201;0
DLULM;199202;0
DLULM;199203;0
DLULM;199204;0
DLULM;199205;0
DLULM;199206;0
DLULM;199207;2
DLULM;199208;0
DLULM;199209;0
DLULM;199210;0
DLULM;199211;0
DLULM;199212;0
DLULM;199301;0
DLULM;199302;0
DLULM;199303;0
DLULM;199304;0
DLULM;199305;0
DLULM;199306;0
DLULM;199307;0
DLULM;199308;0
DLULM;199309;0
DLULM;199310;0
DLULM;199311;1
DLULM;199312;0
DLULM;199401;1
DLULM;199402;0
DLULM;199403;0
DLULM;199404;0
DLULM;199405;0
DLULM;199406;0
DLULM;199407;0
DLULM;199408;0
DLULM;199409;0
DLULM;199410;0
DLULM;199411;0
DLULM;199412;0
DLULM;199501;0
DLULM;199502;0
DLULM;199503;0
DLULM;199504;0
DLULM;199505;0
DLULM;199506;0
DLULM;199507;0
DLULM;199508;0
DLULM;199509;0
DLULM;199510;0
DLULM;199511;0
DLULM;199512;0
DLULM;199601;0
DLULM;199602;0
DLULM;199603;0
DLULM;199604;0
DLULM;199605;0
DLULM;199606;0
DLULM;199607;0
DLULM;199608;0
DLULM;199609;0
DLULM;199610;0
DLULM;199611;0
DLULM;199612;0
DLULM;199701;0
DLULM;199702;0
DLULM;199703;0
DLULM;199704;0
DLULM;199705;0
DLULM;199706;0
DLULM;199707;0
DLULM;199708;0
DLULM;199709;0
DLULM;199710;0
DLULM;199711;0
DLULM;199712;0
DLULM;199801;0
DLULM;199802;0
DLULM;199803;0
DLULM;199804;0
DLULM;199805;0
DLULM;199806;0
DLULM;199807;0
DLULM;199808;0
DLULM;199809;0
DLULM;199810;0
DLULM;199811;0
DLULM;199812;0
DLULM;199901;0
DLULM;199902;0
DLULM;199903;0
DLULM;199904;0
DLULM;199905;0
DLULM;199906;0
DLULM;199907;0
DLULM;199908;0
DLULM;199909;0
DLULM;199910;0
DLULM;199911;0
DLULM;199912;1
DLULM;200001;0
DLULM;200002;0
DLULM;200003;0
DLULM;200004;0
DLULM;200005;0
DLULM;200006;0
DLULM;200007;0
DLULM;200008;0
DLULM;200009;0
DLULM;200010;0
DLULM;200011;0
DLULM;200012;0
DLULM;200101;0
DLULM;200102;0
DLULM;200103;0
DLULM;200104;0
DLULM;200105;0
DLULM;200106;0
DLULM;200107;0
DLULM;200108;0
DLULM;200109;0
DLULM;200110;0
DLULM;200111;0
DLULM;200112;0
DLULM;200201;0
DLULM;200202;0
DLULM;200203;0
DLULM;200204;0
DLULM;200205;0
DLULM;200206;0
DLULM;200207;0
DLULM;200208;0
DLULM;200209;0
DLULM;200210;1
DLULM;200211;0
DLULM;200212;0
DLULM;200301;0
DLULM;200302;0
DLULM;200303;0
DLULM;200304;0
DLULM;200305;0
DLULM;200306;0
DLULM;200307;0
DLULM;200308;0
DLULM;200309;0
DLULM;200310;0
DLULM;200311;0
DLULM;200312;0
DLULM;200401;0
DLULM;200402;0
DLULM;200403;0
DLULM;200404;0
DLULM;200405;0
DLULM;200406;0
DLULM;200407;0
DLULM;200408;0
DLULM;200409;0
DLULM;200410;0
DLULM;200411;0
DLULM;200412;0
DLULM;200501;0
DLULM;200502;0
DLULM;200503;0
DLULM;200504;0
DLULM;200505;0
DLULM;200506;0
DLULM;200507;0
DLULM;200508;0
DLULM;200509;0
DLULM;200510;0
DLULM;200511;0
DLULM;200512;0
DLULM;200601;0
DLULM;200602;0
DLULM;200603;0
DLULM;200604;0
DLULM;200605;0
DLULM;200606;0
DLULM;200607;0
DLULM;200608;0
DLULM;200609;0
DLULM;200610;0
DLULM;200611;0
DLULM;200612;0
DLULM;200701;0
DLULM;200702;0
DLULM;200703;0
DLULM;200704;0
DLULM;200705;0
DLULM;200706;0
DLULM;200707;0
DLULM;200708;0
DLULM;200709;0
DLULM;200710;0
DLULM;200711;0
DLULM;200712;0
DLULM;200801;0
DLULM;200802;0
DLULM;200803;0
DLULM;200804;0
DLULM;200805;0
DLULM;200806;0
DLULM;200807;0
DLULM;200808;0
DLULM;200809;0
DLULM;200810;0
DLULM;200811;0
DLULM;200812;0
DLULM;200901;0
DLULM;200902;0
DLULM;200903;0
DLULM;200904;0
DLULM;200905;0
DLULM;200906;0
DLULM;200907;0
DLULM;200908;0
DLULM;200909;0
DLULM;200910;0
DLULM;200911;0
DLULM;200912;0
DLULM;201001;0
DLULM;201002;0
DLULM;201003;0
DLULM;201004;0
DLULM;201005;0
DLULM;201006;0
DLULM;201007;0
DLULM;201008;0
DLULM;201009;0
DLULM;201010;0
DLULM;201011;0
DLULM;201012;0
DLULM;201101;0
DLULM;201102;0
DLULM;201103;0
DLULM;201104;0
DLULM;201105;0
DLULM;201106;0
DLULM;201107;0
DLULM;201108;0
DLULM;201109;0
DLULM;201110;0
DLULM;201111;0
DLULM;201112;0
DLULM;201201;0
DLULM;201202;0
DLULM;201203;0
DLULM;201204;0
DLULM;201205;0
DLULM;201206;0
DLULM;201207;0
DLULM;201208;0
DLULM;201209;0
DLULM;201210;0
DLULM;201211;0
DLULM;201212;0
DLULM;201301;0
DLULM;201302;0
DLULM;201303;0
DLULM;201304;0
DLULM;201305;0
DLULM;201306;0
DLULM;201307;0
DLULM;201308;0
DLULM;201309;0
DLULM;201310;0
DLULM;201311;0
DLULM;201312;0
DLULM;201401;0
DLULM;201402;0
DLULM;201403;0
DLULM;201404;0
DLULM;201405;0
DLULM;201406;0
DLULM;201407;0
DLULM;201408;0
