 

stn;time;tre200y0
EBK;1959;8.1
EBK;1960;7.8
EBK;1961;8.6
EBK;1962;6.5
EBK;1963;6.2
EBK;1964;7.3
EBK;1965;6.5
EBK;1966;7.6
EBK;1967;7.5
EBK;1968;7.0
EBK;1969;6.7
EBK;1970;6.8
EBK;1971;7.1
EBK;1972;7.0
EBK;1973;7.2
EBK;1974;7.8
EBK;1975;7.6
EBK;1976;7.2
EBK;1977;7.6
EBK;1978;6.7
EBK;1979;7.4
EBK;1980;6.6
EBK;1981;7.2
EBK;1982;8.0
EBK;1983;7.9
EBK;1984;6.9
EBK;1985;6.9
EBK;1986;7.3
EBK;1987;7.2
EBK;1988;8.0
EBK;1989;8.1
EBK;1990;8.3
EBK;1991;7.4
EBK;1992;8.3
EBK;1993;7.9
EBK;1994;9.4
EBK;1995;8.0
EBK;1996;7.1
EBK;1997;8.3
EBK;1998;8.1
EBK;1999;7.7
EBK;2000;8.6
EBK;2001;8.2
EBK;2002;8.7
EBK;2003;8.5
EBK;2004;8.0
EBK;2005;7.6
EBK;2006;8.2
EBK;2007;8.6
EBK;2008;8.2
EBK;2009;8.3
EBK;2010;7.2
EBK;2011;7.7
EBK;2012;7.7
EBK;2013;7.5
EBK;2014;9.0
EBK;2015;8.7
EBK;2016;8.5
EBK;2017;8.4
EBK;2018;9.4
EBK;2019;8.8
EBK;2020;9.0
