 

stn;time;tnd00xy0
BEV;1901;79
BEV;1902;64
BEV;1903;75
BEV;1904;77
BEV;1905;88
BEV;1906;86
BEV;1907;83
BEV;1908;88
BEV;1909;92
BEV;1910;72
BEV;1911;68
BEV;1912;56
BEV;1913;61
BEV;1914;62
BEV;1915;75
BEV;1916;64
BEV;1917;97
BEV;1918;58
BEV;1919;87
BEV;1920;49
BEV;1921;61
BEV;1922;74
BEV;1923;74
BEV;1924;92
BEV;1925;74
BEV;1926;51
BEV;1927;65
BEV;1928;67
BEV;1929;83
BEV;1930;66
BEV;1931;78
BEV;1932;78
BEV;1933;91
BEV;1934;69
BEV;1935;83
BEV;1936;58
BEV;1937;71
BEV;1938;62
BEV;1939;81
BEV;1940;80
BEV;1941;82
BEV;1942;76
BEV;1943;62
BEV;1944;90
BEV;1945;64
BEV;1946;67
BEV;1947;83
BEV;1948;38
BEV;1949;72
BEV;1950;71
BEV;1951;71
BEV;1952;88
BEV;1953;54
BEV;1954;66
BEV;1955;54
BEV;1956;96
BEV;1957;58
BEV;1958;74
BEV;1959;58
BEV;1960;65
BEV;1961;56
BEV;1962;87
BEV;1963;86
BEV;1964;65
BEV;1965;87
BEV;1966;66
BEV;1967;64
BEV;1968;75
BEV;1969;87
BEV;1970;91
BEV;1971;82
BEV;1972;63
BEV;1973;80
BEV;1974;47
BEV;1975;58
BEV;1976;58
BEV;1977;70
BEV;1978;72
BEV;1979;69
BEV;1980;83
BEV;1981;76
BEV;1982;52
