 

stn;time;tnd00xy0
SMA;1891;33
SMA;1892;25
SMA;1893;30
SMA;1894;23
SMA;1895;40
SMA;1896;22
SMA;1897;16
SMA;1898;12
SMA;1899;20
SMA;1900;9
SMA;1901;34
SMA;1902;20
SMA;1903;26
SMA;1904;24
SMA;1905;22
SMA;1906;19
SMA;1907;16
SMA;1908;29
SMA;1909;28
SMA;1910;4
SMA;1911;20
SMA;1912;15
SMA;1913;12
SMA;1914;21
SMA;1915;15
SMA;1916;2
SMA;1917;41
SMA;1918;18
SMA;1919;21
SMA;1920;11
SMA;1921;17
SMA;1922;22
SMA;1923;5
SMA;1924;29
SMA;1925;15
SMA;1926;10
SMA;1927;8
SMA;1928;6
SMA;1929;41
SMA;1930;9
SMA;1931;22
SMA;1932;13
SMA;1933;36
SMA;1934;12
SMA;1935;24
SMA;1936;7
SMA;1937;5
SMA;1938;18
SMA;1939;21
SMA;1940;42
SMA;1941;24
SMA;1942;35
SMA;1943;10
SMA;1944;24
SMA;1945;30
SMA;1946;25
SMA;1947;28
SMA;1948;14
SMA;1949;9
SMA;1950;26
SMA;1951;6
SMA;1952;23
SMA;1953;24
SMA;1954;27
SMA;1955;17
SMA;1956;32
SMA;1957;13
SMA;1958;10
SMA;1959;5
SMA;1960;19
SMA;1961;18
SMA;1962;25
SMA;1963;47
SMA;1964;32
SMA;1965;10
SMA;1966;14
SMA;1967;18
SMA;1968;26
SMA;1969;29
SMA;1970;22
SMA;1971;26
SMA;1972;23
SMA;1973;21
SMA;1974;2
SMA;1975;15
SMA;1976;31
SMA;1977;10
SMA;1978;28
SMA;1979;17
SMA;1980;29
SMA;1981;26
SMA;1982;16
SMA;1983;28
SMA;1984;17
SMA;1985;40
SMA;1986;35
SMA;1987;37
SMA;1988;8
SMA;1989;19
SMA;1990;17
SMA;1991;34
SMA;1992;21
SMA;1993;27
SMA;1994;13
SMA;1995;27
SMA;1996;32
SMA;1997;24
SMA;1998;26
SMA;1999;19
SMA;2000;8
SMA;2001;16
SMA;2002;15
SMA;2003;28
SMA;2004;15
SMA;2005;38
SMA;2006;28
SMA;2007;18
SMA;2008;11
SMA;2009;28
SMA;2010;41
SMA;2011;12
SMA;2012;24
SMA;2013;27
SMA;2014;4
SMA;2015;9
SMA;2016;8
SMA;2017;21
SMA;2018;13
SMA;2019;8
SMA;2020;4
